"","X.1","X","ID","ParasiteReportedName","HostReportedName","Citation","LocationName","TotalPrevalence","ParasiteCorrectedName","HostCorrectedName_Corbet","pargenera","sp","nonsp_in_gen","colsp"
"147",2439,2439,2770,"Ascaroids","Cercocebus galeritus","Lilly et al. 2002","Dzanga-Ndoki","0.87","Ascaris sp.","Cercocebus_galeritus","Ascaris","sp.",FALSE,TRUE
"148",2472,2472,6174,"Ascaris sp.","Cercocebus galeritus galeritus","Mbora and McPeek 2009","Tana River","0.08","Ascaris sp.","Cercocebus_galeritus","Ascaris","sp.",FALSE,TRUE
"149",2474,2474,6176,"Bertiella sp.","Cercocebus galeritus galeritus","Mbora and McPeek 2009","Tana River","0.113","Bertiella sp.","Cercocebus_galeritus","Bertiella","sp.",FALSE,TRUE
"150",2441,2441,4830,"Capillaria sp.","Cercocebus galeritus","Mbora and Munene 2006","Kenya","0.018","Capillaria sp.","Cercocebus_galeritus","Capillaria","sp.",FALSE,TRUE
"151",2475,2475,6177,"Capillaria sp.","Cercocebus galeritus galeritus","Mbora and McPeek 2009","Tana River","0.103","Capillaria sp.","Cercocebus_galeritus","Capillaria","sp.",FALSE,TRUE
"152",2476,2476,6178,"Dicrocoelium sp.","Cercocebus galeritus galeritus","Mbora and McPeek 2009","Tana River","0.25","Dicrocoelium sp.","Cercocebus_galeritus","Dicrocoelium","sp.",FALSE,TRUE
"153",2448,2448,4831,"Heterakis sp.","Cercocebus galeritus","Mbora and Munene 2006","Kenya","0.1","Heterakis sp.","Cercocebus_galeritus","Heterakis","sp.",FALSE,TRUE
"154",2480,2480,6182,"Heterakis sp.","Cercocebus galeritus galeritus","Mbora and McPeek 2009","Tana River","0.19","Heterakis sp.","Cercocebus_galeritus","Heterakis","sp.",FALSE,TRUE
"155",2481,2481,6183,"Isospora sp.","Cercocebus galeritus galeritus","Mbora and McPeek 2009","Tana River","0.06","Isospora sp.","Cercocebus_galeritus","Isospora","sp.",FALSE,TRUE
"156",2482,2482,6184,"Oesophagostomum sp.","Cercocebus galeritus galeritus","Mbora and McPeek 2009","Tana River","0.057","Oesophagostomum sp.","Cercocebus_galeritus","Oesophagostomum","sp.",FALSE,TRUE
"157",2452,2452,4835,"Physaloptera sp.","Cercocebus galeritus","Mbora and Munene 2006","Kenya","0.018","Physaloptera sp.","Cercocebus_galeritus","Physaloptera","sp.",FALSE,TRUE
"158",2469,2469,6171,"Abbreviata sp.","Cercocebus galeritus galeritus","Mbora and McPeek 2009","Tana River","0.09","Physaloptera sp.","Cercocebus_galeritus","Physaloptera","sp.",FALSE,TRUE
"159",2483,2483,6185,"Physaloptera sp.","Cercocebus galeritus galeritus","Mbora and McPeek 2009","Tana River","0.138","Physaloptera sp.","Cercocebus_galeritus","Physaloptera","sp.",FALSE,TRUE
"160",2454,2454,4836,"Streptopharagus sp.","Cercocebus galeritus","Mbora and Munene 2006","Kenya","0.009","Streptopharagus sp.","Cercocebus_galeritus","Streptopharagus","sp.",FALSE,TRUE
"161",2484,2484,6186,"Streptopharagus sp.","Cercocebus galeritus galeritus","Mbora and McPeek 2009","Tana River","0.127","Streptopharagus sp.","Cercocebus_galeritus","Streptopharagus","sp.",FALSE,TRUE
"162",2457,2457,4838,"Toxascaris sp.","Cercocebus galeritus","Mbora and Munene 2006","Kenya","0.009","Toxascaris sp.","Cercocebus_galeritus","Toxascaris","sp.",FALSE,TRUE
"163",2486,2486,6188,"Toxascaris sp.","Cercocebus galeritus galeritus","Mbora and McPeek 2009","Tana River","0.073","Toxascaris sp.","Cercocebus_galeritus","Toxascaris","sp.",FALSE,TRUE
"164",2458,2458,4839,"Toxocara sp.","Cercocebus galeritus","Mbora and Munene 2006","Kenya","0.009","Toxocara sp.","Cercocebus_galeritus","Toxocara","sp.",FALSE,TRUE
"165",2487,2487,6189,"Toxocara sp.","Cercocebus galeritus galeritus","Mbora and McPeek 2009","Tana River","0.24","Toxocara sp.","Cercocebus_galeritus","Toxocara","sp.",FALSE,TRUE
"166",2459,2459,4840,"Trichostrongylus sp.","Cercocebus galeritus","Mbora and Munene 2006","Kenya","0.063","Trichostrongylus sp.","Cercocebus_galeritus","Trichostrongylus","sp.",FALSE,TRUE
"167",2488,2488,6190,"Trichostrongylus sp.","Cercocebus galeritus galeritus","Mbora and McPeek 2009","Tana River","0.108","Trichostrongylus sp.","Cercocebus_galeritus","Trichostrongylus","sp.",FALSE,TRUE
"168",2388,2388,9101,"Ancylostoma sp.","Cercocebus atys","Kouassi et al. 2015","Tai National Park","0.739","Ancylostoma sp.","Cercocebus_torquatus","Ancylostoma","sp.",FALSE,TRUE
"169",2391,2391,9119,"Blastocystis sp.","Cercocebus atys","Kouassi et al. 2015","Tai National Park","0.372","Blastocystis sp.","Cercocebus_torquatus","Blastocystis","sp.",FALSE,TRUE
"170",2394,2394,9360,"cytomegalovirus (CMV)","Cercocebus atys","Anoh et al. 2017","Tai National Park","0.191","Cytomegalovirus sp.","Cercocebus_torquatus","Cytomegalovirus","sp.",FALSE,TRUE
"171",2395,2395,9110,"Dicrocoelium sp.","Cercocebus atys","Kouassi et al. 2015","Tai National Park","0.367","Dicrocoelium sp.","Cercocebus_torquatus","Dicrocoelium","sp.",FALSE,TRUE
"172",2400,2400,9118,"Giardia sp.","Cercocebus atys","Kouassi et al. 2015","Tai National Park","0.286","Giardia sp.","Cercocebus_torquatus","Giardia","sp.",FALSE,TRUE
"173",2404,2404,9103,"Oesophagostomum sp.","Cercocebus atys","Kouassi et al. 2015","Tai National Park","0.799","Oesophagostomum sp.","Cercocebus_torquatus","Oesophagostomum","sp.",FALSE,TRUE
"174",2424,2424,9104,"Subulura sp.","Cercocebus atys","Kouassi et al. 2015","Tai National Park","0.302","Subulura sp.","Cercocebus_torquatus","Subulura","sp.",FALSE,TRUE
"175",2425,2425,9107,"Ternidens sp.","Cercocebus atys","Kouassi et al. 2015","Tai National Park","0.096","Ternidens sp.","Cercocebus_torquatus","Ternidens","sp.",FALSE,TRUE
"176",2428,2428,9108,"Trichuris sp.","Cercocebus atys","Kouassi et al. 2015","Tai National Park","0.111","Trichuris sp.","Cercocebus_torquatus","Trichuris","sp.",FALSE,TRUE
"177",3480,3480,7747,"Anatrichosoma sp.","Chlorocebus aethiops pygerythrus","Petrasova et al. 2010","Rubondo","0.045","Anatrichosoma sp.","Cercopithecus_aethiops","Anatrichosoma","sp.",FALSE,TRUE
"178",3466,3466,9637,"Ascaris sp.","Chlorocebus aethiops","Valenta et al. 2017","Lake Nabugabo","0.33","Ascaris sp.","Cercopithecus_aethiops","Ascaris","sp.",FALSE,TRUE
"179",3496,3496,9677,"Ascaris sp.","Chlorocebus pygerythrus","Thatcher et al. 2018","KwaZulu-Natal","NULL","Ascaris sp.","Cercopithecus_aethiops","Ascaris","sp.",FALSE,TRUE
"180",2714,2714,2641,"Chlamydia sp.","Cercopithecus aethiops pygerythrus","Kaschula et al. 1978","Kruger","NULL","Chlamydia sp.","Cercopithecus_aethiops","Chlamydia","sp.",FALSE,TRUE
"181",2568,2568,3534,"Cryptosporidium sp.","Cercopithecus aethiops","Legesse and Erko 2004","Sodore","0.12","Cryptosporidium sp.","Cercopithecus_aethiops","Cryptosporidium","sp.",FALSE,TRUE
"182",2569,2569,3535,"Cryptosporidium sp.","Cercopithecus aethiops","Legesse and Erko 2004","Wondo Genet","0.563","Cryptosporidium sp.","Cercopithecus_aethiops","Cryptosporidium","sp.",FALSE,TRUE
"183",3469,3469,9639,"Fasciola sp.","Chlorocebus aethiops","Valenta et al. 2017","Lake Nabugabo","0.38","Fasciola sp.","Cercopithecus_aethiops","Fasciola","sp.",FALSE,TRUE
"184",3488,3488,7732,"Giardia sp.","Chlorocebus aethiops pygerythrus","Petrasova et al. 2010","Rubondo","0.144","Giardia sp.","Cercopithecus_aethiops","Giardia","sp.",FALSE,TRUE
"185",3470,3470,9640,"Hyostrongylus sp.","Chlorocebus aethiops","Valenta et al. 2017","Lake Nabugabo","0.04","Hyostrongylus sp.","Cercopithecus_aethiops","Hyostrongylus","sp.",FALSE,TRUE
"186",3471,3471,9766,"Hyostrongylus spp.","Chlorocebus aethiops","Valenta et al. 2017","Lake Nabugabo","NULL","Hyostrongylus sp.","Cercopithecus_aethiops","Hyostrongylus","sp.",FALSE,TRUE
"187",2719,2719,2642,"Leptospira sp.","Cercopithecus aethiops pygerythrus","Kaschula et al. 1978","Kruger","NULL","Leptospira sp.","Cercopithecus_aethiops","Leptospira","sp.",FALSE,TRUE
"188",3502,3502,10198,"Leptospira sp.","Chlorocebus pygerythrus","Jobbins & Alexander 2015","Chobe","0.5","Leptospira sp.","Cercopithecus_aethiops","Leptospira","sp.",FALSE,TRUE
"189",3472,3472,9764,"Metastrongylus","Chlorocebus aethiops","Valenta et al. 2017","Lake Nabugabo","0.17","Metastrongylus sp.","Cercopithecus_aethiops","Metastrongylus","sp.",FALSE,TRUE
"190",2543,2543,341,"Necator sp.","Cercopithecus (aethiops) sabaeus","McGrew et al. 1989b","Nikolo Koba","0.063","Necator sp.","Cercopithecus_aethiops","Necator","sp.",FALSE,TRUE
"191",2544,2544,240,"Physaloptera sp.","Cercopithecus (aethiops) sabaeus","McGrew et al. 1989b","Nikolo Koba","0.06","Physaloptera sp.","Cercopithecus_aethiops","Physaloptera","sp.",FALSE,TRUE
"192",2722,2722,7661,"Primasubulura sp.","Cercopithecus aethiops pygerythrus","Kooriyama et al., 2012","Mahale","0.1","Primasubulura sp.","Cercopithecus_aethiops","Primasubulura","sp.",FALSE,TRUE
"193",3504,3504,10026,"Primasubulura spp.","Chlorocebus pygerythrus","Obanda et al. 2019","Amboseli","NULL","Primasubulura sp.","Cercopithecus_aethiops","Primasubulura","sp.",FALSE,TRUE
"194",3308,3308,524,"Setaria sp.","Cercopithecus pygerythrus pygerythrus","Jooste 1990","ZIMBABWE","NULL","Setaria sp.","Cercopithecus_aethiops","Setaria","sp.",FALSE,TRUE
"195",3513,3513,10024,"Spirurina spp.","Chlorocebus pygerythrus","Obanda et al. 2019","Amboseli","NULL","Spirurida sp.","Cercopithecus_aethiops","Spirurida","sp.",FALSE,TRUE
"196",3477,3477,9643,"Toxocara sp.","Chlorocebus aethiops","Valenta et al. 2017","Lake Nabugabo","0.17","Toxocara sp.","Cercopithecus_aethiops","Toxocara","sp.",FALSE,TRUE
"197",2756,2756,3654,"Bertiella sp.","Cercopithecus ascanius","Gillespie et al. 2004","Kibale","0.004","Bertiella sp.","Cercopithecus_ascanius","Bertiella","sp.",FALSE,TRUE
"198",2757,2757,8331,"Blastocysis spp.","Cercopithecus ascanius","Chapman et al. 2012","Kibale","NULL","Blastocystis sp.","Cercopithecus_ascanius","Blastocystis","sp.",FALSE,TRUE
"199",2826,2826,7643,"Chitwoodspirura sp.","Cercopithecus ascanius schmidti","Kooriyama et al., 2012","Mahale","0.13","Chitwoodspirura sp.","Cercopithecus_ascanius","Chitwoodspirura","sp.",FALSE,TRUE
"200",2777,2777,3650,"Enterobius sp.","Cercopithecus ascanius","Gillespie et al. 2004","Kibale","0.01","Enterobius sp.","Cercopithecus_ascanius","Enterobius","sp.",FALSE,TRUE
"201",2789,2789,8332,"Isospora sp.","Cercopithecus ascanius","Chapman et al. 2012","Kibale","NULL","Isospora sp.","Cercopithecus_ascanius","Isospora","sp.",FALSE,TRUE
"202",2790,2790,2997,"Mesocestoides sp.","Cercopithecus ascanius","Nelson et al. 1965","KENYA","NULL","Mesocestoides sp.","Cercopithecus_ascanius","Mesocestoides","sp.",FALSE,TRUE
"203",2793,2793,8221,"Oesophagostomum","Cercopithecus ascanius","Ghai et al. 2014a","Kibale","0.927","Oesophagostomum sp.","Cercopithecus_ascanius","Oesophagostomum","sp.",FALSE,TRUE
"204",2794,2794,3349,"Oesophagostomum sp.","Cercopithecus ascanius","Gillespie et al. 2005b","Kibale","0.03","Oesophagostomum sp.","Cercopithecus_ascanius","Oesophagostomum","sp.",FALSE,TRUE
"205",2795,2795,3614,"Oesophagostomum sp.","Cercopithecus ascanius","Gillespie et al. 2004","Kibale","0.1","Oesophagostomum sp.","Cercopithecus_ascanius","Oesophagostomum","sp.",FALSE,TRUE
"206",2796,2796,3976,"Oesophagostomum sp.","Cercopithecus ascanius","Gillespie et al. 2005b","Kibale","0.21","Oesophagostomum sp.","Cercopithecus_ascanius","Oesophagostomum","sp.",FALSE,TRUE
"207",2833,2833,7644,"Oesophagostomum spp.","Cercopithecus ascanius schmidti","Kooriyama et al., 2012","Mahale","0.44","Oesophagostomum sp.","Cercopithecus_ascanius","Oesophagostomum","sp.",FALSE,TRUE
"208",2835,2835,7646,"Primasubulura sp.","Cercopithecus ascanius schmidti","Kooriyama et al., 2012","Mahale","0.16","Primasubulura sp.","Cercopithecus_ascanius","Primasubulura","sp.",FALSE,TRUE
"209",2805,2805,3345,"Streptopharagus sp.","Cercopithecus ascanius","Gillespie et al. 2005b","Kibale","0.32","Streptopharagus sp.","Cercopithecus_ascanius","Streptopharagus","sp.",FALSE,TRUE
"210",2806,2806,3354,"Streptopharagus sp.","Cercopithecus ascanius","Gillespie et al. 2005b","Kibale","0.13","Streptopharagus sp.","Cercopithecus_ascanius","Streptopharagus","sp.",FALSE,TRUE
"211",2807,2807,3634,"Streptopharagus sp.","Cercopithecus ascanius","Gillespie et al. 2004","Kibale","0.18","Streptopharagus sp.","Cercopithecus_ascanius","Streptopharagus","sp.",FALSE,TRUE
"212",2842,2842,7647,"Streptopharagus sp.","Cercopithecus ascanius schmidti","Kooriyama et al., 2012","Mahale","0.1","Streptopharagus sp.","Cercopithecus_ascanius","Streptopharagus","sp.",FALSE,TRUE
"213",2868,2868,9121,"Ancylostoma sp.","Cercopithecus campbelli","Kouassi et al. 2015","Tai National Park","0.461","Ancylostoma sp.","Cercopithecus_campbelli","Ancylostoma","sp.",FALSE,TRUE
"214",2871,2871,9139,"Blastocystis sp.","Cercopithecus campbelli","Kouassi et al. 2015","Tai National Park","0.073","Blastocystis sp.","Cercopithecus_campbelli","Blastocystis","sp.",FALSE,TRUE
"215",2874,2874,9364,"cytomegalovirus (CMV)","Cercopithecus campbelli","Anoh et al. 2017","Tai National Park","0.25","Cytomegalovirus sp.","Cercopithecus_campbelli","Cytomegalovirus","sp.",FALSE,TRUE
"216",2880,2880,9138,"Giardia sp.","Cercopithecus campbelli","Kouassi et al. 2015","Tai National Park","0.157","Giardia sp.","Cercopithecus_campbelli","Giardia","sp.",FALSE,TRUE
"217",2884,2884,9123,"Oesophagostomum sp.","Cercopithecus campbelli","Kouassi et al. 2015","Tai National Park","0.562","Oesophagostomum sp.","Cercopithecus_campbelli","Oesophagostomum","sp.",FALSE,TRUE
"218",2891,2891,9124,"Subulura sp.","Cercopithecus campbelli","Kouassi et al. 2015","Tai National Park","0.56","Subulura sp.","Cercopithecus_campbelli","Subulura","sp.",FALSE,TRUE
"219",2892,2892,9127,"Ternidens sp.","Cercopithecus campbelli","Kouassi et al. 2015","Tai National Park","0.843","Ternidens sp.","Cercopithecus_campbelli","Ternidens","sp.",FALSE,TRUE
"220",2893,2893,9129,"Trichostrongylus sp.","Cercopithecus campbelli","Kouassi et al. 2015","Tai National Park","0.023","Trichostrongylus sp.","Cercopithecus_campbelli","Trichostrongylus","sp.",FALSE,TRUE
"221",2898,2898,7533,"Haemaphysalis parmata","Cercopithecus cephus","Hoogstraal and Theiler 1959","Djoum","NULL","Haemaphysalis sp.","Cercopithecus_cephus","Haemaphysalis","sp.",FALSE,TRUE
"222",2904,2904,7534,"Ixodes rageaui","Cercopithecus cephus","Hoogstraal and Theiler 1959","Yaounde","NULL","Ixodes sp.","Cercopithecus_cephus","Ixodes","sp.",FALSE,TRUE
"223",2947,2947,9141,"Ancylostoma sp.","Cercopithecus diana","Kouassi et al. 2015","Tai National Park","0.38","Ancylostoma sp.","Cercopithecus_diana","Ancylostoma","sp.",FALSE,TRUE
"224",2950,2950,9159,"Blastocystis sp.","Cercopithecus diana","Kouassi et al. 2015","Tai National Park","0.094","Blastocystis sp.","Cercopithecus_diana","Blastocystis","sp.",FALSE,TRUE
"225",2953,2953,9363,"cytomegalovirus (CMV)","Cercopithecus diana","Anoh et al. 2017","Tai National Park","0.125","Cytomegalovirus sp.","Cercopithecus_diana","Cytomegalovirus","sp.",FALSE,TRUE
"226",2959,2959,9158,"Giardia sp.","Cercopithecus diana","Kouassi et al. 2015","Tai National Park","0.146","Giardia sp.","Cercopithecus_diana","Giardia","sp.",FALSE,TRUE
"227",2965,2965,9143,"Oesophagostomum sp.","Cercopithecus diana","Kouassi et al. 2015","Tai National Park","0.252","Oesophagostomum sp.","Cercopithecus_diana","Oesophagostomum","sp.",FALSE,TRUE
"228",2970,2970,9144,"Subulura sp.","Cercopithecus diana","Kouassi et al. 2015","Tai National Park","0.029","Subulura sp.","Cercopithecus_diana","Subulura","sp.",FALSE,TRUE
"229",2971,2971,9147,"Ternidens sp.","Cercopithecus diana","Kouassi et al. 2015","Tai National Park","0.029","Ternidens sp.","Cercopithecus_diana","Ternidens","sp.",FALSE,TRUE
"230",2983,2983,8218,"Oesophagostomum","Cercopithecus lhoesti","Ghai et al. 2014a","Kibale","1","Oesophagostomum sp.","Cercopithecus_lhoesti","Oesophagostomum","sp.",FALSE,TRUE
"231",2984,2984,3616,"Oesophagostomum sp.","Cercopithecus lhoesti","Gillespie et al. 2004","Kibale","0.09","Oesophagostomum sp.","Cercopithecus_lhoesti","Oesophagostomum","sp.",FALSE,TRUE
"232",3007,3007,8356,"Blastocysis spp.","Cercopithecus mitis","Chapman et al. 2012","Kibale","NULL","Blastocystis sp.","Cercopithecus_mitis","Blastocystis","sp.",FALSE,TRUE
"233",3079,3079,727,"Capillaria sp.","Cercopithecus mitis erythrarchus","Appleton et al. 1994","Cape Vidal","0.03","Capillaria sp.","Cercopithecus_mitis","Capillaria","sp.",FALSE,TRUE
"234",3102,3102,726,"Capillaria sp.","Cercopithecus mitis labiatus","Appleton et al. 1994","Karkloof","0.5","Capillaria sp.","Cercopithecus_mitis","Capillaria","sp.",FALSE,TRUE
"235",3080,3080,940,"Gongylonema sp.","Cercopithecus mitis erythrarchus","Appleton et al. 1994","Cape Vidal","0.02","Gongylonema sp.","Cercopithecus_mitis","Gongylonema","sp.",FALSE,TRUE
"236",3031,3031,8357,"Isospora sp.","Cercopithecus mitis","Chapman et al. 2012","Kibale","NULL","Isospora sp.","Cercopithecus_mitis","Isospora","sp.",FALSE,TRUE
"237",3033,3033,2999,"Mesocestoides sp.","Cercopithecus mitis","Nelson et al. 1965","KENYA","0.07","Mesocestoides sp.","Cercopithecus_mitis","Mesocestoides","sp.",FALSE,TRUE
"238",3098,3098,1312,"Subulura","Cercopithecus mitis kolbi","National Parasite Collection (WWW)","Nairobi","NULL","Subulura sp.","Cercopithecus_mitis","Subulura","sp.",FALSE,TRUE
"239",3099,3099,1313,"Subulura","Cercopithecus mitis kolbi","National Parasite Collection (WWW)","Nairobi","NULL","Subulura sp.","Cercopithecus_mitis","Subulura","sp.",FALSE,TRUE
"240",3100,3100,1314,"Subulura","Cercopithecus mitis kolbi","National Parasite Collection (WWW)","Nairobi","NULL","Subulura sp.","Cercopithecus_mitis","Subulura","sp.",FALSE,TRUE
"241",3101,3101,1315,"Subulura","Cercopithecus mitis kolbi","National Parasite Collection (WWW)","Nairobi","NULL","Subulura sp.","Cercopithecus_mitis","Subulura","sp.",FALSE,TRUE
"242",3073,3073,4622,"Trypanosoma sp.","Cercopithecus mitis","Hoare 1972","Congo","NULL","Trypanosoma sp.","Cercopithecus_mitis","Trypanosoma","sp.",FALSE,TRUE
"243",3171,3171,732,"Psorergates sp.","Cercopithecus mona mona","Fain 1963","CAMEROON","NULL","Psorergates sp.","Cercopithecus_mona","Psorergates","sp.",FALSE,TRUE
"244",3254,3254,9160,"Anatrichosoma sp.","Cercopithecus petaurista","Kouassi et al. 2015","Tai National Park","0.032","Anatrichosoma sp.","Cercopithecus_petaurista","Anatrichosoma","sp.",FALSE,TRUE
"245",3255,3255,9161,"Ancylostoma sp.","Cercopithecus petaurista","Kouassi et al. 2015","Tai National Park","0.376","Ancylostoma sp.","Cercopithecus_petaurista","Ancylostoma","sp.",FALSE,TRUE
"246",3258,3258,9179,"Blastocystis sp.","Cercopithecus petaurista","Kouassi et al. 2015","Tai National Park","0.095","Blastocystis sp.","Cercopithecus_petaurista","Blastocystis","sp.",FALSE,TRUE
"247",3260,3260,9162,"Chitwoodspirura sp.","Cercopithecus petaurista","Kouassi et al. 2015","Tai National Park","0.013","Chitwoodspirura sp.","Cercopithecus_petaurista","Chitwoodspirura","sp.",FALSE,TRUE
"248",3266,3266,9178,"Giardia sp.","Cercopithecus petaurista","Kouassi et al. 2015","Tai National Park","0.191","Giardia sp.","Cercopithecus_petaurista","Giardia","sp.",FALSE,TRUE
"249",3271,3271,9163,"Oesophagostomum sp.","Cercopithecus petaurista","Kouassi et al. 2015","Tai National Park","0.306","Oesophagostomum sp.","Cercopithecus_petaurista","Oesophagostomum","sp.",FALSE,TRUE
"250",3278,3278,9167,"Ternidens sp.","Cercopithecus petaurista","Kouassi et al. 2015","Tai National Park","0.026","Ternidens sp.","Cercopithecus_petaurista","Ternidens","sp.",FALSE,TRUE
"251",3280,3280,9168,"Trichuris sp.","Cercopithecus petaurista","Kouassi et al. 2015","Tai National Park","0.185","Trichuris sp.","Cercopithecus_petaurista","Trichuris","sp.",FALSE,TRUE
"252",3342,3342,8668,"Ascaris sp.","Cheirogaleus medius","Springer and Kappeler 2016","Kirindy","0.13","Ascaris sp.","Cheirogaleus_medius","Ascaris","sp.",FALSE,TRUE
"253",3343,3343,8673,"Ascaris sp.","Cheirogaleus medius","Springer and Kappeler 2016","Kirindy","0.042","Ascaris sp.","Cheirogaleus_medius","Ascaris","sp.",FALSE,TRUE
"254",3344,3344,9603,"Ascaris sp.","Cheirogaleus medius","Rakotoniaina et al. 2016","Kirindy","0.089","Ascaris sp.","Cheirogaleus_medius","Ascaris","sp.",FALSE,TRUE
