"","X.1","X","ID","ParasiteReportedName","HostReportedName","Citation","LocationName","TotalPrevalence","ParasiteCorrectedName","HostCorrectedName_Corbet","pargenera","sp","nonsp_in_gen","colsp"
"977",8961,8961,3009,"Bertiella sp.","Presbytis cristatus","Palmieri et al. 1980a","Tanah Intan","0.14","Bertiella sp.","Presbytis_cristata","Bertiella","sp.",FALSE,TRUE
"978",8962,8962,4860,"Bertiella sp.","Presbytis cristatus","Palmieri et al. 1980a","Tanah Intan","0.2","Bertiella sp.","Presbytis_cristata","Bertiella","sp.",FALSE,TRUE
"979",8963,8963,5012,"Bertiella sp.","Presbytis cristatus","Palmieri et al. 1980a","Tanah Intan","0.12","Bertiella sp.","Presbytis_cristata","Bertiella","sp.",FALSE,TRUE
"980",8966,8966,3011,"Breinlia sp.","Presbytis cristatus","Palmieri et al. 1980a","Tanah Intan","0.01","Breinlia sp.","Presbytis_cristata","Breinlia","sp.",FALSE,TRUE
"981",8968,8968,5014,"Breinlia sp.","Presbytis cristatus","Palmieri et al. 1980a","Tanah Intan","0.02","Breinlia sp.","Presbytis_cristata","Breinlia","sp.",FALSE,TRUE
"982",8977,8977,20,"Dirofilaria sp.","Presbytis cristatus","Masbar et al. 1981","Tanah Intan","0.01","Dirofilaria sp.","Presbytis_cristata","Dirofilaria","sp.",FALSE,TRUE
"983",8980,8980,3013,"Enterobius sp.","Presbytis cristatus","Palmieri et al. 1980a","Tanah Intan","0.29","Enterobius sp.","Presbytis_cristata","Enterobius","sp.",FALSE,TRUE
"984",8981,8981,4864,"Enterobius sp.","Presbytis cristatus","Palmieri et al. 1980a","Tanah Intan","0.4","Enterobius sp.","Presbytis_cristata","Enterobius","sp.",FALSE,TRUE
"985",8982,8982,5016,"Enterobius sp.","Presbytis cristatus","Palmieri et al. 1980a","Tanah Intan","0.26","Enterobius sp.","Presbytis_cristata","Enterobius","sp.",FALSE,TRUE
"986",8983,8983,3016,"Gastrodiscoides sp.","Presbytis cristatus","Palmieri et al. 1980a","Tanah Intan","0.01","Gastrodiscoides sp.","Presbytis_cristata","Gastrodiscoides","sp.",FALSE,TRUE
"987",8985,8985,5019,"Gastrodiscoides sp.","Presbytis cristatus","Palmieri et al. 1980a","Tanah Intan","0.02","Gastrodiscoides sp.","Presbytis_cristata","Gastrodiscoides","sp.",FALSE,TRUE
"988",8992,8992,3010,"Parabertiella sp.","Presbytis cristatus","Palmieri et al. 1980a","Tanah Intan","0.01","Parabertiella sp.","Presbytis_cristata","Parabertiella","sp.",FALSE,TRUE
"989",8994,8994,5013,"Parabertiella sp.","Presbytis cristatus","Palmieri et al. 1980a","Tanah Intan","0.02","Parabertiella sp.","Presbytis_cristata","Parabertiella","sp.",FALSE,TRUE
"990",9004,9004,1686,"Pneumonyssus","Presbytis cristatus","Arambulo et al. 1974","Kuala Selangor","0.8","Pneumonyssus sp.","Presbytis_cristata","Pneumonyssus","sp.",FALSE,TRUE
"991",10056,10056,5941,"Cryptosporidium","Semnopithecus priam thersites","Ekanayake et al. 2006","Polonnaruwa","0.2","Cryptosporidium sp.","Presbytis_entellus","Cryptosporidium","sp.",FALSE,TRUE
"992",10057,10057,5942,"Cryptosporidium","Semnopithecus priam thersites","Ekanayake et al. 2006","Polonnaruwa","0.44","Cryptosporidium sp.","Presbytis_entellus","Cryptosporidium","sp.",FALSE,TRUE
"993",10058,10058,5943,"Cryptosporidium","Semnopithecus priam thersites","Ekanayake et al. 2006","Polonnaruwa","0.667","Cryptosporidium sp.","Presbytis_entellus","Cryptosporidium","sp.",FALSE,TRUE
"994",10059,10059,5944,"Cryptosporidium","Semnopithecus priam thersites","Ekanayake et al. 2006","Polonnaruwa","0.27","Cryptosporidium sp.","Presbytis_entellus","Cryptosporidium","sp.",FALSE,TRUE
"995",10060,10060,7994,"Entamoeba histolytica/dispar","Semnopithecus priam thersites","Huffman et al. 2013","SRI LANKA","0.05","Entamoeba sp.","Presbytis_entellus","Entamoeba","sp.",FALSE,TRUE
"996",9019,9019,5592,"Echovirus","Presbytis entellus","Bhatt et al. 1966","Shimoga","NULL","Enterovirus sp.","Presbytis_entellus","Enterovirus","sp.",FALSE,TRUE
"997",9023,9023,3,"Haemaphysalis sp.","Presbytis entellus","Fiennes 1972","Kyasanur","NULL","Haemaphysalis sp.","Presbytis_entellus","Haemaphysalis","sp.",FALSE,TRUE
"998",9032,9032,2925,"Leptospira sp.","Presbytis entellus","Minette 1966","INDIA","0.03","Leptospira sp.","Presbytis_entellus","Leptospira","sp.",FALSE,TRUE
"999",10053,10053,9342,"Oesophagostomum spp.","Semnopithecus ajax","Kumar et al. 2018","Kumaon","NULL","Oesophagostomum sp.","Presbytis_entellus","Oesophagostomum","sp.",FALSE,TRUE
"1000",9036,9036,1744,"Reovirus","Presbytis entellus","Bhatt et al. 1966","Shimoga","0.18","Reovirus sp.","Presbytis_entellus","Reovirus","sp.",FALSE,TRUE
"1001",9037,9037,2081,"Rotavirus sp.","Presbytis entellus","Hrdy 1982","Mysore","0.03","Rotavirus sp.","Presbytis_entellus","Rotavirus","sp.",FALSE,TRUE
"1002",10062,10062,7995,"Trichuris sp.","Semnopithecus priam thersites","Huffman et al. 2013","SRI LANKA","0.38","Trichuris sp.","Presbytis_entellus","Trichuris","sp.",FALSE,TRUE
"1003",10100,10100,6490,"Physaloptera sp.","Trachypithecus delacouri","Do 2009","Van Long","1","Physaloptera sp.","Presbytis_francoisi","Physaloptera","sp.",FALSE,TRUE
"1004",10063,10063,7997,"Entamoeba histolytica/dispar","Semnopithecus vetulus","Huffman et al. 2013","SRI LANKA","0.29","Entamoeba sp.","Presbytis_vetulus","Entamoeba","sp.",FALSE,TRUE
"1005",10065,10065,7998,"Trichuris sp.","Semnopithecus vetulus","Huffman et al. 2013","SRI LANKA","0.36","Trichuris sp.","Presbytis_vetulus","Trichuris","sp.",FALSE,TRUE
"1006",9243,9243,9221,"Ancylostoma sp.","Procolobus verus","Kouassi et al. 2015","Tai National Park","0.047","Ancylostoma sp.","Procolobus_verus","Ancylostoma","sp.",FALSE,TRUE
"1007",9245,9245,9239,"Blastocystis sp.","Procolobus verus","Kouassi et al. 2015","Tai National Park","0.085","Blastocystis sp.","Procolobus_verus","Blastocystis","sp.",FALSE,TRUE
"1008",9248,9248,9230,"Dicrocoelium sp.","Procolobus verus","Kouassi et al. 2015","Tai National Park","0.039","Dicrocoelium sp.","Procolobus_verus","Dicrocoelium","sp.",FALSE,TRUE
"1009",9253,9253,9238,"Giardia sp.","Procolobus verus","Kouassi et al. 2015","Tai National Park","0.093","Giardia sp.","Procolobus_verus","Giardia","sp.",FALSE,TRUE
"1010",9255,9255,9223,"Oesophagostomum sp.","Procolobus verus","Kouassi et al. 2015","Tai National Park","0.047","Oesophagostomum sp.","Procolobus_verus","Oesophagostomum","sp.",FALSE,TRUE
"1011",9262,9262,9229,"Trichostrongylus sp.","Procolobus verus","Kouassi et al. 2015","Tai National Park","0.054","Trichostrongylus sp.","Procolobus_verus","Trichostrongylus","sp.",FALSE,TRUE
"1012",9263,9263,9228,"Trichuris sp.","Procolobus verus","Kouassi et al. 2015","Tai National Park","0.93","Trichuris sp.","Procolobus_verus","Trichuris","sp.",FALSE,TRUE
"1013",9327,9327,535,"Anoplocephala sp.","Propithecus diadema edwardsi","Hogg 2002","Ranomafana","0.056","Anoplocephala sp.","Propithecus_diadema","Anoplocephala","sp.",FALSE,TRUE
"1014",9329,9329,4998,"Anoplocephala sp.","Propithecus diadema edwardsi","Hogg 2002","Ranomafana","0.125","Anoplocephala sp.","Propithecus_diadema","Anoplocephala","sp.",FALSE,TRUE
"1015",9345,9345,6039,"Anoplocephala sp.","Propithecus edwardsi","Wright et al. 2009","Ranomafana","NULL","Anoplocephala sp.","Propithecus_diadema","Anoplocephala","sp.",FALSE,TRUE
"1016",9272,9272,8684,"Bertiella sp.","Propithecus candidus","Loudon et al. 2017","Marojejy","0.285","Bertiella sp.","Propithecus_diadema","Bertiella","sp.",FALSE,TRUE
"1017",9273,9273,8685,"Bertiella sp.","Propithecus candidus","Loudon et al. 2017","Marojejy","0.5","Bertiella sp.","Propithecus_diadema","Bertiella","sp.",FALSE,TRUE
"1018",9350,9350,8750,"Enterovirus","Propithecus edwardsi","Zohdy et al. 2015","Ranomafana","0.167","Enterovirus sp.","Propithecus_diadema","Enterovirus","sp.",FALSE,TRUE
"1019",9277,9277,8696,"Gaudalges sp.","Propithecus candidus","Loudon et al. 2017","Marojejy","1","Gaudalges sp.","Propithecus_diadema","Gaudalges","sp.",FALSE,TRUE
"1020",9278,9278,8697,"Gaudalges sp.","Propithecus candidus","Loudon et al. 2017","Marojejy","1","Gaudalges sp.","Propithecus_diadema","Gaudalges","sp.",FALSE,TRUE
"1021",9279,9279,8698,"Gaudalges sp.","Propithecus candidus","Loudon et al. 2017","Marojejy","1","Gaudalges sp.","Propithecus_diadema","Gaudalges","sp.",FALSE,TRUE
"1022",9282,9282,8688,"Lemuricola sp.","Propithecus candidus","Loudon et al. 2017","Marojejy","0.714","Lemuricola sp.","Propithecus_diadema","Lemuricola","sp.",FALSE,TRUE
"1023",9283,9283,8689,"Lemuricola sp.","Propithecus candidus","Loudon et al. 2017","Marojejy","1","Lemuricola sp.","Propithecus_diadema","Lemuricola","sp.",FALSE,TRUE
"1024",9284,9284,8690,"Lemuricola sp.","Propithecus candidus","Loudon et al. 2017","Marojejy","0.5","Lemuricola sp.","Propithecus_diadema","Lemuricola","sp.",FALSE,TRUE
"1025",9333,9333,536,"Lemuricola sp.","Propithecus diadema edwardsi","Hogg 2002","Ranomafana","0.056","Lemuricola sp.","Propithecus_diadema","Lemuricola","sp.",FALSE,TRUE
"1026",9334,9334,4847,"Lemuricola sp.","Propithecus diadema edwardsi","Hogg 2002","Ranomafana","0.125","Lemuricola sp.","Propithecus_diadema","Lemuricola","sp.",FALSE,TRUE
"1027",9354,9354,6043,"Lemuricola sp.","Propithecus edwardsi","Wright et al. 2009","Ranomafana","NULL","Lemuricola sp.","Propithecus_diadema","Lemuricola","sp.",FALSE,TRUE
"1028",9286,9286,8692,"Lemurostrongylus sp.","Propithecus candidus","Loudon et al. 2017","Marojejy","1","Lemurostrongylus sp.","Propithecus_diadema","Lemurostrongylus","sp.",FALSE,TRUE
"1029",9287,9287,8693,"Lemurostrongylus sp.","Propithecus candidus","Loudon et al. 2017","Marojejy","1","Lemurostrongylus sp.","Propithecus_diadema","Lemurostrongylus","sp.",FALSE,TRUE
"1030",9288,9288,8694,"Lemurostrongylus sp.","Propithecus candidus","Loudon et al. 2017","Marojejy","1","Lemurostrongylus sp.","Propithecus_diadema","Lemurostrongylus","sp.",FALSE,TRUE
"1031",9289,9289,8695,"Lemurostrongylus sp.","Propithecus candidus","Loudon et al. 2017","Makira","0.33","Lemurostrongylus sp.","Propithecus_diadema","Lemurostrongylus","sp.",FALSE,TRUE
"1032",9310,9310,7249,"Lemurostrongyles sp.","Propithecus diadema","Irwin and Raharison, 2009","MADAGASCAR","NULL","Lemurostrongylus sp.","Propithecus_diadema","Lemurostrongylus","sp.",FALSE,TRUE
"1033",9336,9336,534,"Moniezia sp.","Propithecus diadema edwardsi","Hogg 2002","Ranomafana","0.412","Moniezia sp.","Propithecus_diadema","Moniezia","sp.",FALSE,TRUE
"1034",9337,9337,4845,"Moniezia sp.","Propithecus diadema edwardsi","Hogg 2002","Ranomafana","0.375","Moniezia sp.","Propithecus_diadema","Moniezia","sp.",FALSE,TRUE
"1035",9338,9338,4997,"Moniezia sp.","Propithecus diadema edwardsi","Hogg 2002","Ranomafana","0.5","Moniezia sp.","Propithecus_diadema","Moniezia","sp.",FALSE,TRUE
"1036",9355,9355,6037,"Monezia sp.","Propithecus edwardsi","Wright et al. 2009","Ranomafana","0.6","Moniezia sp.","Propithecus_diadema","Moniezia","sp.",FALSE,TRUE
"1037",9356,9356,6038,"Monezia sp.","Propithecus edwardsi","Wright et al. 2009","Ranomafana","0.125","Moniezia sp.","Propithecus_diadema","Moniezia","sp.",FALSE,TRUE
"1038",9357,9357,8751,"Norovirus GI","Propithecus edwardsi","Zohdy et al. 2015","Ranomafana","0.25","Norovirus sp.","Propithecus_diadema","Norovirus","sp.",FALSE,TRUE
"1039",9358,9358,8752,"Norovirus GII","Propithecus edwardsi","Zohdy et al. 2015","Ranomafana","0.417","Norovirus sp.","Propithecus_diadema","Norovirus","sp.",FALSE,TRUE
"1040",9339,9339,537,"Physocephalus sp.","Propithecus diadema edwardsi","Hogg 2002","Ranomafana","0.111","Physocephalus sp.","Propithecus_diadema","Physocephalus","sp.",FALSE,TRUE
"1041",9340,9340,4848,"Physocephalus sp.","Propithecus diadema edwardsi","Hogg 2002","Ranomafana","0.125","Physocephalus sp.","Propithecus_diadema","Physocephalus","sp.",FALSE,TRUE
"1042",9341,9341,5000,"Physocephalus sp.","Propithecus diadema edwardsi","Hogg 2002","Ranomafana","0.125","Physocephalus sp.","Propithecus_diadema","Physocephalus","sp.",FALSE,TRUE
"1043",9365,9365,6044,"Physocephalus sp.","Propithecus edwardsi","Wright et al. 2009","Ranomafana","NULL","Physocephalus sp.","Propithecus_diadema","Physocephalus","sp.",FALSE,TRUE
"1044",9370,9370,6041,"Strongylus sp.","Propithecus edwardsi","Wright et al. 2009","Ranomafana","NULL","Strongylus sp.","Propithecus_diadema","Strongylus","sp.",FALSE,TRUE
"1045",9375,9375,553,"Mansonella sp.","Propithecus tattersalli","Garell and Meyers 1995","Daraina","0.58","Mansonella sp.","Propithecus_tattersalli","Mansonella","sp.",FALSE,TRUE
"1046",9376,9376,5137,"Mansonella sp.","Propithecus tattersalli","Garell and Meyers 1995","Daraina","0.84","Mansonella sp.","Propithecus_tattersalli","Mansonella","sp.",FALSE,TRUE
"1047",9377,9377,5253,"Mansonella sp.","Propithecus tattersalli","Garell and Meyers 1995","Daraina","0.26","Mansonella sp.","Propithecus_tattersalli","Mansonella","sp.",FALSE,TRUE
"1048",9407,9407,5792,"Citrobacter ssp.","Propithecus verreauxi deckeni","Junge and Louis 2005b","Tsiombokibo","0.167","Citrobacter sp.","Propithecus_verreauxi","Citrobacter","sp.",FALSE,TRUE
"1049",9385,9385,1602,"Enterobius","Propithecus verreauxi","Raveloarisoa 2000 ","Beza Mahafaly","0.056","Enterobius sp.","Propithecus_verreauxi","Enterobius","sp.",FALSE,TRUE
"1050",9391,9391,6205,"Lemurostrongyles sp.","Propithecus verreauxi","Loudon 2009","Beza Mahafaly","0.115","Lemurostrongylus sp.","Propithecus_verreauxi","Lemurostrongylus","sp.",FALSE,TRUE
"1051",9392,9392,7907,"Lemurostrongylus sp.","Propithecus verreauxi","Loudon and Sauther 2013","Beza Mahafaly","0.115","Lemurostrongylus sp.","Propithecus_verreauxi","Lemurostrongylus","sp.",FALSE,TRUE
"1052",9412,9412,5784,"Lemurostrongylus spp.","Propithecus verreauxi deckeni","Junge and Louis 2005b","Tsiombokibo","0.456","Lemurostrongylus sp.","Propithecus_verreauxi","Lemurostrongylus","sp.",FALSE,TRUE
"1053",9394,9394,6200,"Listophoroides sp.","Propithecus verreauxi","Loudon 2009","Beza Mahafaly","0.038","Listrophoroides sp.","Propithecus_verreauxi","Listrophoroides","sp.",FALSE,TRUE
"1054",9395,9395,1603,"Ogmocotyle","Propithecus verreauxi","Raveloarisoa 2000 ","Beza Mahafaly","0.056","Ogmocotyle sp.","Propithecus_verreauxi","Ogmocotyle","sp.",FALSE,TRUE
"1055",9396,9396,6301,"Plasmodium malagasi","Propithecus verreauxi","Duval et al. 2010","MADAGASCAR","NULL","Plasmodium sp.","Propithecus_verreauxi","Plasmodium","sp.",FALSE,TRUE
"1056",9397,9397,8435,"Plasmodium sp.","Propithecus verreauxi","Springer et al. 2015","Kirindy","0.36","Plasmodium sp.","Propithecus_verreauxi","Plasmodium","sp.",FALSE,TRUE
"1057",9413,9413,5789,"Psoroptes","Propithecus verreauxi deckeni","Junge and Louis 2005b","Tsiombokibo","0.05","Psoroptes sp.","Propithecus_verreauxi","Psoroptes","sp.",FALSE,TRUE
"1058",9436,9436,8139,"Ancylostoma sp.","Rhinopithecus bieti","Li et al. 2014","Tacheng","NULL","Ancylostoma sp.","Pygathrix_roxellana","Ancylostoma","sp.",FALSE,TRUE
"1059",9437,9437,8142,"Ascaris sp.","Rhinopithecus bieti","Li et al. 2014","Tacheng","NULL","Ascaris sp.","Pygathrix_roxellana","Ascaris","sp.",FALSE,TRUE
"1060",9439,9439,8140,"Oesophagostomum sp","Rhinopithecus bieti","Li et al. 2014","Tacheng","NULL","Oesophagostomum sp.","Pygathrix_roxellana","Oesophagostomum","sp.",FALSE,TRUE
"1061",9446,9446,1465,"Armillifer","Saguinus fuscicollis","National Parasite Collection (WWW)","BRAZIL","NULL","Armillifer sp.","Saguinus_fuscicollis","Armillifer","sp.",FALSE,TRUE
"1062",9493,9493,1466,"Armillifer","Saguinus fusicollis nigrifrons","National Parasite Collection (WWW)","COLOMBIA","NULL","Armillifer sp.","Saguinus_fuscicollis","Armillifer","sp.",FALSE,TRUE
"1063",9452,9452,7097,"Entamoeba sp.","Saguinus fuscicollis","Phillips et al. 2004","Tampobata Research Center","0.25","Entamoeba sp.","Saguinus_fuscicollis","Entamoeba","sp.",FALSE,TRUE
"1064",9681,9681,1533,"Neodiplostomum","Saguinus oedipus","National Parasite Collection (WWW)","BRAZIL","NULL","Neodiplostomum sp.","Saguinus_fuscicollis","Neodiplostomum","sp.",FALSE,TRUE
"1065",9458,9458,1467,"Porocephalus","Saguinus fuscicollis","National Parasite Collection (WWW)","BRAZIL","NULL","Porocephalus sp.","Saguinus_fuscicollis","Porocephalus","sp.",FALSE,TRUE
"1066",9463,9463,1468,"Rictularia","Saguinus fuscicollis","National Parasite Collection (WWW)","BRAZIL","NULL","Rictularia sp.","Saguinus_fuscicollis","Rictularia","sp.",FALSE,TRUE
"1067",9464,9464,1469,"Sarcocystis","Saguinus fuscicollis","National Parasite Collection (WWW)","BRAZIL","NULL","Sarcocystis sp.","Saguinus_fuscicollis","Sarcocystis","sp.",FALSE,TRUE
"1068",9479,9479,1470,"Viannaia","Saguinus fuscicollis","National Parasite Collection (WWW)","BRAZIL","NULL","Viannaia sp.","Saguinus_fuscicollis","Viannaia","sp.",FALSE,TRUE
"1069",9526,9526,9353,"Dipetalonema sp.","Saguinus imperator","Erkenswick et al. 2017a","Rio Los Amigos EBLA","0.48","Dipetalonema sp.","Saguinus_imperator","Dipetalonema","sp.",FALSE,TRUE
"1070",9527,9527,9354,"Dipetalonema sp.","Saguinus imperator","Erkenswick et al. 2017a","Rio Los Amigos EBLA","0.54","Dipetalonema sp.","Saguinus_imperator","Dipetalonema","sp.",FALSE,TRUE
"1071",9528,9528,9355,"Dipetalonema sp.","Saguinus imperator","Erkenswick et al. 2017a","Rio Los Amigos EBLA","0.76","Dipetalonema sp.","Saguinus_imperator","Dipetalonema","sp.",FALSE,TRUE
"1072",9569,9569,8820,"Ascaris sp.","Saguinus leucopus","Soto-Calderon et al. 2016","COLOMBIA","0.053","Ascaris sp.","Saguinus_leucopus","Ascaris","sp.",FALSE,TRUE
"1073",9571,9571,8818,"Endolimax sp.","Saguinus leucopus","Soto-Calderon et al. 2016","COLOMBIA","0.105","Endolimax sp.","Saguinus_leucopus","Endolimax","sp.",FALSE,TRUE
"1074",9573,9573,8819,"Entamoeba sp.","Saguinus leucopus","Soto-Calderon et al. 2016","COLOMBIA","0.053","Entamoeba sp.","Saguinus_leucopus","Entamoeba","sp.",FALSE,TRUE
"1075",9575,9575,8815,"Prosthenorchis sp.","Saguinus leucopus","Soto-Calderon et al. 2016","COLOMBIA","0.474","Prosthenorchis sp.","Saguinus_leucopus","Prosthenorchis","sp.",FALSE,TRUE
"1076",9576,9576,8810,"Strongyloides spp.","Saguinus leucopus","Soto-Calderon et al. 2016","Medellin","67","Strongyloides sp.","Saguinus_leucopus","Strongyloides","sp.",FALSE,TRUE
"1077",9577,9577,8817,"Strongyloides spp.","Saguinus leucopus","Soto-Calderon et al. 2016","COLOMBIA","0.158","Strongyloides sp.","Saguinus_leucopus","Strongyloides","sp.",FALSE,TRUE
"1078",9580,9580,8816,"Trichostrongylus sp.","Saguinus leucopus","Soto-Calderon et al. 2016","COLOMBIA","0.263","Trichostrongylus sp.","Saguinus_leucopus","Trichostrongylus","sp.",FALSE,TRUE
"1079",9588,9588,3973,"Haemobartonella sp.","Saguinus midas","de Thoisy et al. 2001","Petit Saut","NULL","Mycoplasma sp.","Saguinus_midas","Mycoplasma","sp.",FALSE,TRUE
"1080",9620,9620,7949,"Cryptosporidium sp.","Saguinus mystax","West et al. 2013","Estacion Biologica Quebrada Blanco","0.05","Cryptosporidium sp.","Saguinus_mystax","Cryptosporidium","sp.",FALSE,TRUE
"1081",9645,9645,1504,"Sparganum","Saguinus mystax","National Parasite Collection (WWW)","BRAZIL","NULL","Sparganum sp.","Saguinus_mystax","Sparganum","sp.",FALSE,TRUE
"1082",9646,9646,3333,"Spirometra sp.","Saguinus mystax","Michaud et al. 2003","PERU","0.01","Spirometra sp.","Saguinus_mystax","Spirometra","sp.",FALSE,TRUE
"1083",4684,4684,1532,"Allodapa sp.","Leontocebus geoffroyi","National Parasite Collection (WWW)","Panama","NULL","Allodapa sp.","Saguinus_oedipus","Allodapa","sp.",FALSE,TRUE
"1084",9746,9746,3322,"Atriotaenia sp.","Saimiri boliviensis peruviensis","Michaud et al. 2003","PERU","0.277","Atriotaenia sp.","Saimiri_boliviensis","Atriotaenia","sp.",FALSE,TRUE
"1085",9762,9762,3428,"Trypanoxyuris sp.","Saimiri boliviensis peruviensis","Michaud et al. 2003","PERU","0.055","Trypanoxyuris sp.","Saimiri_boliviensis","Trypanoxyuris","sp.",FALSE,TRUE
"1086",9764,9764,1654,"Entamoeba sp.","Saimiri oerstedi","Appleton and Boinski 1991","Corcovado","0.278","Entamoeba sp.","Saimiri_oerstedii","Entamoeba","sp.",FALSE,TRUE
"1087",9765,9765,1625,"Filarioides sp.","Saimiri oerstedi","Appleton and Boinski 1991","Corcovado","NULL","Filaroides sp.","Saimiri_oerstedii","Filaroides","sp.",FALSE,TRUE
"1088",9768,9768,1653,"Prosthenorchis sp.","Saimiri oerstedi","Appleton and Boinski 1991","Corcovado","0.167","Prosthenorchis sp.","Saimiri_oerstedii","Prosthenorchis","sp.",FALSE,TRUE
"1089",9853,9853,7100,"Entamoeba sp.","Saimiri sciureus","Phillips et al. 2004","Tampobata Research Center","0.056","Entamoeba sp.","Saimiri_sciureus","Entamoeba","sp.",FALSE,TRUE
"1090",9812,9812,1594,"Microfilaria","Saimiri sciurea","National Parasite Collection (WWW)","Florencia","NULL","Microfilaria sp.","Saimiri_sciureus","Microfilaria","sp.",FALSE,TRUE
"1091",9825,9825,1578,"Porocephalus","Saimiri sciurea","National Parasite Collection (WWW)","Unknown","NULL","Porocephalus sp.","Saimiri_sciureus","Porocephalus","sp.",FALSE,TRUE
"1092",9834,9834,1579,"Strongyloides","Saimiri sciurea","National Parasite Collection (WWW)","BRAZIL","NULL","Strongyloides sp.","Saimiri_sciureus","Strongyloides","sp.",FALSE,TRUE
"1093",9944,9944,3423,"Trichuris sp.","Saimiri sciureus macrodon","Michaud et al. 2003","PERU","0.018","Trichuris sp.","Saimiri_sciureus","Trichuris","sp.",FALSE,TRUE
"1094",10108,10108,8418,"Acinetobacter species","Varecia rubra","Dutton et al. 2008","Masoala","0.35","Acinetobacter sp.","Varecia_variegata","Acinetobacter","sp.",FALSE,TRUE
"1095",10141,10141,5657,"Bacillus sp..","Varecia vareigata","Junge and Louis 2002","Betampona","NULL","Bacillus sp.","Varecia_variegata","Bacillus","sp.",FALSE,TRUE
