"","HostCorrectedName","bodymass_kg","mean_groupsize","mean_dayrange_meters","homerange_ha","social_time","SSD","diel_activity","habitat_category","locomotion","mating_system","trophic_folivore","trophic_Omnivore","realm","iucn"
"804","Callimico_goeldii",0.48,6.31,925,92.625,7,1.066239316,"diurnal","forest","arboreal","monogamy","Non-Folivore","Omnivore/Insectivore","Neotropics","vulnerable"
"805","Callimico_goeldii",0.48,6.31,925,92.625,7,1.066239316,"diurnal","forest","arboreal","monogamy","Non-Folivore","Omnivore/Insectivore","Neotropics","vulnerable"
"806","Callimico_goeldii",0.48,6.31,925,92.625,7,1.066239316,"diurnal","forest","arboreal","monogamy","Non-Folivore","Omnivore/Insectivore","Neotropics","vulnerable"
"807","Callimico_goeldii",0.48,6.31,925,92.625,7,1.066239316,"diurnal","forest","arboreal","monogamy","Non-Folivore","Omnivore/Insectivore","Neotropics","vulnerable"
"808","Callimico_goeldii",0.48,6.31,925,92.625,7,1.066239316,"diurnal","forest","arboreal","monogamy","Non-Folivore","Omnivore/Insectivore","Neotropics","vulnerable"
"809","Callimico_goeldii",0.48,6.31,925,92.625,7,1.066239316,"diurnal","forest","arboreal","monogamy","Non-Folivore","Omnivore/Insectivore","Neotropics","vulnerable"
"810","Callimico_goeldii",0.48,6.31,925,92.625,7,1.066239316,"diurnal","forest","arboreal","monogamy","Non-Folivore","Omnivore/Insectivore","Neotropics","vulnerable"
"811","Callimico_goeldii",0.48,6.31,925,92.625,7,1.066239316,"diurnal","forest","arboreal","monogamy","Non-Folivore","Omnivore/Insectivore","Neotropics","vulnerable"
"812","Callimico_goeldii",0.48,6.31,925,92.625,7,1.066239316,"diurnal","forest","arboreal","monogamy","Non-Folivore","Omnivore/Insectivore","Neotropics","vulnerable"
"813","Callimico_goeldii",0.48,6.31,925,92.625,7,1.066239316,"diurnal","forest","arboreal","monogamy","Non-Folivore","Omnivore/Insectivore","Neotropics","vulnerable"
"814","Pongo_pygmaeus",56.95,1.311666667,669.3333333,418,0.89,2.19047619,"diurnal","forest","arboreal","dispersed","Non-Folivore","Other","Asia","endangered"
"815","Papio_anubis",16.65,40.525,3384.25,2260,13.2,1.729508197,"diurnal","forest_savanna_shrubland_grassland","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"816","Papio_anubis",16.65,40.525,3384.25,2260,13.2,1.729508197,"diurnal","forest_savanna_shrubland_grassland","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"817","Pongo_pygmaeus",56.95,1.311666667,669.3333333,418,0.89,2.19047619,"diurnal","forest","arboreal","dispersed","Non-Folivore","Other","Asia","endangered"
"818","Microcebus_murinus",0.048769231,2,1468.5,1.935384615,5,0.922264844,"nocturnal","forest_shrubland","arboreal","dispersed","Non-Folivore","Other","Madagascar","least concern"
"819","Cheirogaleus_medius",0.176666667,4.5,767.2,2.053333333,NA,0.979674797,"nocturnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","least concern"
"820","Pongo_pygmaeus",56.95,1.311666667,669.3333333,418,0.89,2.19047619,"diurnal","forest","arboreal","dispersed","Non-Folivore","Other","Asia","endangered"
"821","Papio_anubis",16.65,40.525,3384.25,2260,13.2,1.729508197,"diurnal","forest_savanna_shrubland_grassland","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"822","Papio_anubis",16.65,40.525,3384.25,2260,13.2,1.729508197,"diurnal","forest_savanna_shrubland_grassland","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"823","Cebus_apella",2.908333333,13.7,2361.778,337.248,3.63,1.50156041,"diurnal","forest_savanna","arboreal","multimale-multifemale","Non-Folivore","Other","Neotropics","least concern"
"824","Cebus_apella",2.908333333,13.7,2361.778,337.248,3.63,1.50156041,"diurnal","forest_savanna","arboreal","multimale-multifemale","Non-Folivore","Other","Neotropics","least concern"
"825","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"826","Colobus_polykomos",8.39,12.975,534.1666667,55.3,2.475,1.210526316,"diurnal","forest_savanna","arboreal","multimale-multifemale","Folivore","Other","M_Africa","vulnerable"
"827","Cheirogaleus_medius",0.176666667,4.5,767.2,2.053333333,NA,0.979674797,"nocturnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","least concern"
"828","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"829","Alouatta_caraya",5.38,9.309090909,522.3333333,26.14166667,5.82,1.482678984,"diurnal","forest_savanna","arboreal","multimale-multifemale","Folivore","Other","Neotropics","least concern"
"830","Alouatta_seniculus",6.285,8.684761905,729.8,16.64,2.833333333,1.325707023,"diurnal","forest_savanna","arboreal","polygynous","Folivore","Other","Neotropics","least concern"
"831","Cercocebus_albigena",6.6525,17.96,1137,170.8333333,6.5,1.395317425,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"832","Alouatta_palliata",6.12,13.898,329.9566667,43.94333333,1,1.23068218,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","least concern"
"833","Alouatta_palliata",6.12,13.898,329.9566667,43.94333333,1,1.23068218,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","least concern"
"834","Cebus_apella",2.908333333,13.7,2361.778,337.248,3.63,1.50156041,"diurnal","forest_savanna","arboreal","multimale-multifemale","Non-Folivore","Other","Neotropics","least concern"
"835","Alouatta_palliata",6.12,13.898,329.9566667,43.94333333,1,1.23068218,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","least concern"
"836","Cebus_capucinus",3.193333333,20.3,2050,112.5375,3.8,1.501405058,"diurnal","forest_wetlands","arboreal","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","Neotropics","least concern"
"837","Galagoides_demidoff",0.23625,2.777777778,NA,1.6,NA,1.007297552,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"838","Cebus_capucinus",3.193333333,20.3,2050,112.5375,3.8,1.501405058,"diurnal","forest_wetlands","arboreal","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","Neotropics","least concern"
"839","Ateles_paniscus",8.825,31.66666667,1977,223.5,3.45,1.028735632,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Neotropics","vulnerable"
"840","Mandrillus_sphinx",23.6,363.55,2881.5,6160.5,NA,2.6875,"diurnal","forest","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","vulnerable"
"841","Mandrillus_sphinx",23.6,363.55,2881.5,6160.5,NA,2.6875,"diurnal","forest","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","vulnerable"
"842","Mandrillus_sphinx",23.6,363.55,2881.5,6160.5,NA,2.6875,"diurnal","forest","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","vulnerable"
"843","Galagoides_demidoff",0.23625,2.777777778,NA,1.6,NA,1.007297552,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"844","Cebus_albifrons",7.094285714,17.75,1820,206.6,6,1.256894049,"diurnal","forest_shrubland_wetlands","arboreal","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","Neotropics","least concern"
"845","Alouatta_seniculus",6.285,8.684761905,729.8,16.64,2.833333333,1.325707023,"diurnal","forest_savanna","arboreal","polygynous","Folivore","Other","Neotropics","least concern"
"846","Microcebus_murinus",0.048769231,2,1468.5,1.935384615,5,0.922264844,"nocturnal","forest_shrubland","arboreal","dispersed","Non-Folivore","Other","Madagascar","least concern"
"847","Microcebus_murinus",0.048769231,2,1468.5,1.935384615,5,0.922264844,"nocturnal","forest_shrubland","arboreal","dispersed","Non-Folivore","Other","Madagascar","least concern"
"848","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"849","Alouatta_palliata",6.12,13.898,329.9566667,43.94333333,1,1.23068218,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","least concern"
"850","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"851","Alouatta_caraya",5.38,9.309090909,522.3333333,26.14166667,5.82,1.482678984,"diurnal","forest_savanna","arboreal","multimale-multifemale","Folivore","Other","Neotropics","least concern"
"852","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"853","Papio_papio",17.5,195.75,8000,3250,11.3,1.916666667,"diurnal","forest_savanna_grassland","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","near threatened"
"854","Papio_papio",17.5,195.75,8000,3250,11.3,1.916666667,"diurnal","forest_savanna_grassland","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","near threatened"
"855","Galagoides_demidoff",0.23625,2.777777778,NA,1.6,NA,1.007297552,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"856","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"857","Cebus_apella",2.908333333,13.7,2361.778,337.248,3.63,1.50156041,"diurnal","forest_savanna","arboreal","multimale-multifemale","Non-Folivore","Other","Neotropics","least concern"
"858","Alouatta_villosa",6.56,6.13375,476.125,11.98,2.866666667,1.338266762,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","endangered"
"859","Cebus_apella",2.908333333,13.7,2361.778,337.248,3.63,1.50156041,"diurnal","forest_savanna","arboreal","multimale-multifemale","Non-Folivore","Other","Neotropics","least concern"
"860","Cebus_apella",2.908333333,13.7,2361.778,337.248,3.63,1.50156041,"diurnal","forest_savanna","arboreal","multimale-multifemale","Non-Folivore","Other","Neotropics","least concern"
"861","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"862","Alouatta_villosa",6.56,6.13375,476.125,11.98,2.866666667,1.338266762,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","endangered"
"863","Mandrillus_sphinx",23.6,363.55,2881.5,6160.5,NA,2.6875,"diurnal","forest","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","vulnerable"
"864","Aotus_azarae",0.94,3.68,568.0625,6.9825,1.4,0.865789474,"nocturnal","forest_savanna","arboreal","monogamy","Non-Folivore","Other","Neotropics","least concern"
"865","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"866","Galagoides_demidoff",0.23625,2.777777778,NA,1.6,NA,1.007297552,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"867","Galagoides_demidoff",0.23625,2.777777778,NA,1.6,NA,1.007297552,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"868","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"869","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"870","Cebus_albifrons",7.094285714,17.75,1820,206.6,6,1.256894049,"diurnal","forest_shrubland_wetlands","arboreal","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","Neotropics","least concern"
"871","Cheirogaleus_medius",0.176666667,4.5,767.2,2.053333333,NA,0.979674797,"nocturnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","least concern"
"872","Alouatta_palliata",6.12,13.898,329.9566667,43.94333333,1,1.23068218,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","least concern"
"873","Cebus_albifrons",7.094285714,17.75,1820,206.6,6,1.256894049,"diurnal","forest_shrubland_wetlands","arboreal","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","Neotropics","least concern"
"874","Microcebus_murinus",0.048769231,2,1468.5,1.935384615,5,0.922264844,"nocturnal","forest_shrubland","arboreal","dispersed","Non-Folivore","Other","Madagascar","least concern"
"875","Cebus_apella",2.908333333,13.7,2361.778,337.248,3.63,1.50156041,"diurnal","forest_savanna","arboreal","multimale-multifemale","Non-Folivore","Other","Neotropics","least concern"
"876","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"877","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"878","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"879","Saguinus_leucopus",0.49,5.233333333,1221,34.795,10,1.008163265,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Neotropics","endangered"
"880","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"881","Saimiri_sciureus",0.896666667,NA,NA,177.3333333,5,1.180713128,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Non-Folivore","Other","Neotropics","least concern"
"882","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"883","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"884","Mandrillus_sphinx",23.6,363.55,2881.5,6160.5,NA,2.6875,"diurnal","forest","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","vulnerable"
"885","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"886","Saguinus_leucopus",0.49,5.233333333,1221,34.795,10,1.008163265,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Neotropics","endangered"
"887","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"888","Alouatta_palliata",6.12,13.898,329.9566667,43.94333333,1,1.23068218,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","least concern"
"889","Ateles_belzebuth",7.6475,17.44909091,2243,207.0384615,3.2775,1.186507937,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Neotropics","endangered"
"890","Erythrocebus_patas",9.45,37.5,4596.5,2046.333333,13.5,1.907692308,"diurnal","forest_savanna_shrubland_grassland","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"891","Galagoides_demidoff",0.23625,2.777777778,NA,1.6,NA,1.007297552,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"892","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"893","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"894","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"895","Mandrillus_sphinx",23.6,363.55,2881.5,6160.5,NA,2.6875,"diurnal","forest","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","vulnerable"
"896","Colobus_polykomos",8.39,12.975,534.1666667,55.3,2.475,1.210526316,"diurnal","forest_savanna","arboreal","multimale-multifemale","Folivore","Other","M_Africa","vulnerable"
"897","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"898","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"899","Aotus_trivirgatus",0.74,3.12,642,7.184857143,3,1.048160697,"nocturnal","forest_savanna","arboreal","monogamy","Non-Folivore","Other","Neotropics","least concern"
"900","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"901","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"902","Papio_papio",17.5,195.75,8000,3250,11.3,1.916666667,"diurnal","forest_savanna_grassland","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","near threatened"
"903","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"904","Nycticebus_coucang",0.675,2.083333333,NA,7.651666667,3,0.816906475,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Other","Asia","vulnerable"
"905","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"906","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"907","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"908","Propithecus_diadema",5.015555556,4.371428571,980.81125,36.971,6.421,1.018087582,"diurnal","forest","arboreal","polygynous","Folivore","Other","Madagascar","endangered"
"909","Lagothrix_lagotricha",NA,NA,NA,NA,NA,NA,"","","","","","","",""
"910","Cercopithecus_mitis",5.456666667,19.625,624.9857143,64.218,5.92,1.980874317,"diurnal","forest","arboreal","polygynous","Non-Folivore","Other","M_Africa","least concern"
"911","Mirza_coquereli",0.303333333,NA,NA,2.72,NA,0.982378855,"nocturnal","forest","arboreal","","Non-Folivore","Omnivore/Insectivore","Madagascar","endangered"
"912","Lemur_catta",2.21,12.81428571,1050,13.05333333,7,1,"diurnal","forest_shrubland","both","multimale-multifemale","Folivore","Other","Madagascar","endangered"
"913","Cercopithecus_mitis",5.456666667,19.625,624.9857143,64.218,5.92,1.980874317,"diurnal","forest","arboreal","polygynous","Non-Folivore","Other","M_Africa","least concern"
"914","Papio_ursinus",22.3,43.425,4400,1208.295,NA,2.013513514,"diurnal","forest_savanna_shrubland_grassland_rocky.areas_desert","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"915","Cercopithecus_diana",4.525,21.3,1441,115,1.2,1.333333333,"diurnal","forest","arboreal","polygynous","Non-Folivore","Other","M_Africa","vulnerable"
"916","Cercocebus_torquatus",7.793333333,20.7,1400,315.8,7.9,1.780952381,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Other","M_Africa","near threatened"
"917","Cercopithecus_campbelli",3.75,14.75,1155,34.59375,8.933333333,1.830188679,"diurnal","forest_savanna","arboreal","polygynous","Non-Folivore","Other","M_Africa","least concern"
"918","Cercopithecus_mitis",5.456666667,19.625,624.9857143,64.218,5.92,1.980874317,"diurnal","forest","arboreal","polygynous","Non-Folivore","Other","M_Africa","least concern"
"919","Cercopithecus_mitis",5.456666667,19.625,624.9857143,64.218,5.92,1.980874317,"diurnal","forest","arboreal","polygynous","Non-Folivore","Other","M_Africa","least concern"
"920","Pan_troglodytes",53.7,48.44416667,2225,1916.47,14.05,1.265822785,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"921","Macaca_fascicularis",4.03,38.525,1602.9,95,10.7,1.50621118,"diurnal","forest_wetlands","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","least concern"
"922","Nasalis_larvatus",15.75,13.82307692,748,389.85,6.1,2.005725191,"diurnal","forest","arboreal","polygynous","Folivore","Other","Asia","endangered"
"923","Aotus_azarae",0.94,3.68,568.0625,6.9825,1.4,0.865789474,"nocturnal","forest_savanna","arboreal","monogamy","Non-Folivore","Other","Neotropics","least concern"
"924","Pan_troglodytes",53.7,48.44416667,2225,1916.47,14.05,1.265822785,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"925","Macaca_fascicularis",4.03,38.525,1602.9,95,10.7,1.50621118,"diurnal","forest_wetlands","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","least concern"
"926","Gorilla_gorilla",126.25,9.244117647,989.1,1601.277778,3.6,1.915704388,"diurnal","forest","both","polygynous","Folivore","Other","M_Africa","endangered"
"927","Cercopithecus_petaurista",3.65,10.6,1051,65.1875,4.15,1.517241379,"diurnal","forest_shrubland","arboreal","polygynous","Folivore","Other","M_Africa","least concern"
"928","Cercocebus_torquatus",7.793333333,20.7,1400,315.8,7.9,1.780952381,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Other","M_Africa","near threatened"
"929","Pan_troglodytes",53.7,48.44416667,2225,1916.47,14.05,1.265822785,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"930","Cercopithecus_campbelli",3.75,14.75,1155,34.59375,8.933333333,1.830188679,"diurnal","forest_savanna","arboreal","polygynous","Non-Folivore","Other","M_Africa","least concern"
"931","Hylobates_lar",5.83,3.910588235,1427,37,8.4,1.003190184,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Asia","endangered"
"932","Cercopithecus_diana",4.525,21.3,1441,115,1.2,1.333333333,"diurnal","forest","arboreal","polygynous","Non-Folivore","Other","M_Africa","vulnerable"
"933","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"934","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"935","Cercocebus_galeritus",8.514,29.65,1653.625,200.675,11.27142857,1.745784148,"diurnal","forest","both","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"936","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"937","Cercocebus_galeritus",8.514,29.65,1653.625,200.675,11.27142857,1.745784148,"diurnal","forest","both","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"938","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"939","Cercopithecus_aethiops",4.704444444,25.7328,2379.125,59.85777778,6.580714286,1.505456349,"diurnal","forest_savanna_shrubland","terrestrial","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"940","Macaca_silenus",7.5,19,2000,251.8266667,7.3,1.459016393,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"941","Cercocebus_galeritus",8.514,29.65,1653.625,200.675,11.27142857,1.745784148,"diurnal","forest","both","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"942","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"943","Pan_paniscus",39.1,11.23666667,2000,4000,NA,1.355421687,"diurnal","forest","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"944","Cercocebus_galeritus",8.514,29.65,1653.625,200.675,11.27142857,1.745784148,"diurnal","forest","both","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"945","Papio_papio",17.5,195.75,8000,3250,11.3,1.916666667,"diurnal","forest_savanna_grassland","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","near threatened"
"946","Papio_papio",17.5,195.75,8000,3250,11.3,1.916666667,"diurnal","forest_savanna_grassland","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","near threatened"
"947","Macaca_fascicularis",4.03,38.525,1602.9,95,10.7,1.50621118,"diurnal","forest_wetlands","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","least concern"
"948","Alouatta_palliata",6.12,13.898,329.9566667,43.94333333,1,1.23068218,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","least concern"
"949","Pan_troglodytes",53.7,48.44416667,2225,1916.47,14.05,1.265822785,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"950","Alouatta_caraya",5.38,9.309090909,522.3333333,26.14166667,5.82,1.482678984,"diurnal","forest_savanna","arboreal","multimale-multifemale","Folivore","Other","Neotropics","least concern"
"951","Papio_ursinus",22.3,43.425,4400,1208.295,NA,2.013513514,"diurnal","forest_savanna_shrubland_grassland_rocky.areas_desert","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"952","Microcebus_murinus",0.048769231,2,1468.5,1.935384615,5,0.922264844,"nocturnal","forest_shrubland","arboreal","dispersed","Non-Folivore","Other","Madagascar","least concern"
"953","Alouatta_villosa",6.56,6.13375,476.125,11.98,2.866666667,1.338266762,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","endangered"
"954","Macaca_fascicularis",4.03,38.525,1602.9,95,10.7,1.50621118,"diurnal","forest_wetlands","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","least concern"
"955","Macaca_silenus",7.5,19,2000,251.8266667,7.3,1.459016393,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"956","Cercocebus_galeritus",8.514,29.65,1653.625,200.675,11.27142857,1.745784148,"diurnal","forest","both","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"957","Saguinus_leucopus",0.49,5.233333333,1221,34.795,10,1.008163265,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Neotropics","endangered"
"958","Mandrillus_sphinx",23.6,363.55,2881.5,6160.5,NA,2.6875,"diurnal","forest","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","vulnerable"
