"","HostCorrectedName","bodymass_kg","mean_groupsize","mean_dayrange_meters","homerange_ha","social_time","SSD","diel_activity","habitat_category","locomotion","mating_system","trophic_folivore","trophic_Omnivore","realm","iucn"
"533","Propithecus_diadema",5.015555556,4.371428571,980.81125,36.971,6.421,1.018087582,"diurnal","forest","arboreal","polygynous","Folivore","Other","Madagascar","endangered"
"534","Propithecus_diadema",5.015555556,4.371428571,980.81125,36.971,6.421,1.018087582,"diurnal","forest","arboreal","polygynous","Folivore","Other","Madagascar","endangered"
"535","Gorilla_gorilla",126.25,9.244117647,989.1,1601.277778,3.6,1.915704388,"diurnal","forest","both","polygynous","Folivore","Other","M_Africa","endangered"
"536","Propithecus_diadema",5.015555556,4.371428571,980.81125,36.971,6.421,1.018087582,"diurnal","forest","arboreal","polygynous","Folivore","Other","Madagascar","endangered"
"537","Pan_troglodytes",53.7,48.44416667,2225,1916.47,14.05,1.265822785,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"538","Propithecus_diadema",5.015555556,4.371428571,980.81125,36.971,6.421,1.018087582,"diurnal","forest","arboreal","polygynous","Folivore","Other","Madagascar","endangered"
"539","Macaca_silenus",7.5,19,2000,251.8266667,7.3,1.459016393,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"540","Propithecus_diadema",5.015555556,4.371428571,980.81125,36.971,6.421,1.018087582,"diurnal","forest","arboreal","polygynous","Folivore","Other","Madagascar","endangered"
"541","Alouatta_caraya",5.38,9.309090909,522.3333333,26.14166667,5.82,1.482678984,"diurnal","forest_savanna","arboreal","multimale-multifemale","Folivore","Other","Neotropics","least concern"
"542","Pithecia_pithecia",1.83,4.675,970.175,26.175,NA,1.103448276,"diurnal","forest_wetlands","arboreal","monogamy","Non-Folivore","Other","Neotropics","least concern"
"543","Saguinus_midas",0.466666667,5.833333333,1554.5,34.75,5.3,0.945134576,"diurnal","forest_savanna","arboreal","monogamy","Non-Folivore","Other","Neotropics","least concern"
"544","Alouatta_seniculus",6.285,8.684761905,729.8,16.64,2.833333333,1.325707023,"diurnal","forest_savanna","arboreal","polygynous","Folivore","Other","Neotropics","least concern"
"545","Hylobates_lar",5.83,3.910588235,1427,37,8.4,1.003190184,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Asia","endangered"
"546","Nycticebus_coucang",0.675,2.083333333,NA,7.651666667,3,0.816906475,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Other","Asia","vulnerable"
"547","Papio_hamadryas",13.4,100.825,9625,1865,20,1.707070707,"diurnal","shrubland_grassland_rocky.areas","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"548","Erythrocebus_patas",9.45,37.5,4596.5,2046.333333,13.5,1.907692308,"diurnal","forest_savanna_shrubland_grassland","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"549","Cercopithecus_aethiops",4.704444444,25.7328,2379.125,59.85777778,6.580714286,1.505456349,"diurnal","forest_savanna_shrubland","terrestrial","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"550","Papio_papio",17.5,195.75,8000,3250,11.3,1.916666667,"diurnal","forest_savanna_grassland","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","near threatened"
"551","Pan_paniscus",39.1,11.23666667,2000,4000,NA,1.355421687,"diurnal","forest","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"552","Papio_cynocephalus",15.025,65,5150,1654.2,12.19,1.702702703,"diurnal","forest_savanna_shrubland","terrestrial","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"553","Saguinus_fuscicollis",0.35,6.07375,1610.75,59.01111111,4.066666667,0.979744936,"diurnal","forest_wetlands","arboreal","monogamy","Non-Folivore","Other","Neotropics","least concern"
"554","Papio_anubis",16.65,40.525,3384.25,2260,13.2,1.729508197,"diurnal","forest_savanna_shrubland_grassland","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"555","Hapalemur_simus",1.98,23.3,NA,51.185,3,0.756359525,"cathemeral","forest","arboreal","variable","Folivore","Other","Madagascar","endangered"
"556","Hapalemur_simus",1.98,23.3,NA,51.185,3,0.756359525,"cathemeral","forest","arboreal","variable","Folivore","Other","Madagascar","endangered"
"557","Avahi_laniger",1.020666667,2.128571429,527.575,2.234,2.615,0.860992908,"nocturnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","vulnerable"
"558","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"559","Avahi_laniger",1.020666667,2.128571429,527.575,2.234,2.615,0.860992908,"nocturnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","vulnerable"
"560","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"561","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"562","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"563","Propithecus_diadema",5.015555556,4.371428571,980.81125,36.971,6.421,1.018087582,"diurnal","forest","arboreal","polygynous","Folivore","Other","Madagascar","endangered"
"564","Propithecus_diadema",5.015555556,4.371428571,980.81125,36.971,6.421,1.018087582,"diurnal","forest","arboreal","polygynous","Folivore","Other","Madagascar","endangered"
"565","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"566","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"567","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"568","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"569","Microcebus_murinus",0.048769231,2,1468.5,1.935384615,5,0.922264844,"nocturnal","forest_shrubland","arboreal","dispersed","Non-Folivore","Other","Madagascar","least concern"
"570","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"571","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"572","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"573","Galagoides_demidoff",0.23625,2.777777778,NA,1.6,NA,1.007297552,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"574","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"575","Cercopithecus_ascanius",3.24,21,1668,41.25,3.933333333,1.322580645,"diurnal","forest","arboreal","polygynous","Non-Folivore","Other","M_Africa","least concern"
"576","Cercocebus_galeritus",8.514,29.65,1653.625,200.675,11.27142857,1.745784148,"diurnal","forest","both","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"577","Galagoides_demidoff",0.23625,2.777777778,NA,1.6,NA,1.007297552,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"578","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"579","Cercocebus_albigena",6.6525,17.96,1137,170.8333333,6.5,1.395317425,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"580","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"581","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"582","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"583","Galagoides_demidoff",0.23625,2.777777778,NA,1.6,NA,1.007297552,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"584","Microcebus_murinus",0.048769231,2,1468.5,1.935384615,5,0.922264844,"nocturnal","forest_shrubland","arboreal","dispersed","Non-Folivore","Other","Madagascar","least concern"
"585","Colobus_polykomos",8.39,12.975,534.1666667,55.3,2.475,1.210526316,"diurnal","forest_savanna","arboreal","multimale-multifemale","Folivore","Other","M_Africa","vulnerable"
"586","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"587","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"588","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"589","Pygathrix_roxellana",13.615,181.3571429,1293.6575,2041.2,10.495,1.525974026,"diurnal","forest","both","polygynous","Folivore","Other","Asia","endangered"
"590","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"591","Macaca_tonkeana",10.475,12.5,NA,102.375,12.85,1.651898734,"diurnal","forest","both","multimale-multifemale","Non-Folivore","Other","Asia","vulnerable"
"592","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"593","Galagoides_demidoff",0.23625,2.777777778,NA,1.6,NA,1.007297552,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"594","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"595","Cercopithecus_ascanius",3.24,21,1668,41.25,3.933333333,1.322580645,"diurnal","forest","arboreal","polygynous","Non-Folivore","Other","M_Africa","least concern"
"596","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"597","Cercopithecus_lhoesti",5.925,25.3,2006,88.9625,14.16666667,2.007225434,"diurnal","forest_shrubland_wetlands","both","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","vulnerable"
"598","Galagoides_demidoff",0.23625,2.777777778,NA,1.6,NA,1.007297552,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"599","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"600","Cercopithecus_ascanius",3.24,21,1668,41.25,3.933333333,1.322580645,"diurnal","forest","arboreal","polygynous","Non-Folivore","Other","M_Africa","least concern"
"601","Cercopithecus_campbelli",3.75,14.75,1155,34.59375,8.933333333,1.830188679,"diurnal","forest_savanna","arboreal","polygynous","Non-Folivore","Other","M_Africa","least concern"
"602","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"603","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"604","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"605","Cercocebus_torquatus",7.793333333,20.7,1400,315.8,7.9,1.780952381,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Other","M_Africa","near threatened"
"606","Cercopithecus_diana",4.525,21.3,1441,115,1.2,1.333333333,"diurnal","forest","arboreal","polygynous","Non-Folivore","Other","M_Africa","vulnerable"
"607","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"608","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"609","Galagoides_demidoff",0.23625,2.777777778,NA,1.6,NA,1.007297552,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"610","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"611","Cercopithecus_ascanius",3.24,21,1668,41.25,3.933333333,1.322580645,"diurnal","forest","arboreal","polygynous","Non-Folivore","Other","M_Africa","least concern"
"612","Cercopithecus_lhoesti",5.925,25.3,2006,88.9625,14.16666667,2.007225434,"diurnal","forest_shrubland_wetlands","both","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","vulnerable"
"613","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"614","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"615","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"616","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"617","Cercopithecus_petaurista",3.65,10.6,1051,65.1875,4.15,1.517241379,"diurnal","forest_shrubland","arboreal","polygynous","Folivore","Other","M_Africa","least concern"
"618","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"619","Macaca_silenus",7.5,19,2000,251.8266667,7.3,1.459016393,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"620","Cercopithecus_ascanius",3.24,21,1668,41.25,3.933333333,1.322580645,"diurnal","forest","arboreal","polygynous","Non-Folivore","Other","M_Africa","least concern"
"621","Procolobus_verus",4.45,18.61428571,1212,43.3,4.35,1.119047619,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","M_Africa","near threatened"
"622","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"623","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"624","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"625","Presbytis_entellus",15.398,34.75,853.25,268.4458333,NA,1.318002985,"diurnal","forest_savanna_shrubland_rocky.areas","both","polygynous","Folivore","Other","Asia","least concern"
"626","Propithecus_verreauxi",3.22,4.739285714,938.3333333,7.076428571,4.7,1.010784527,"diurnal","forest_shrubland","arboreal","multimale-multifemale","Folivore","Other","Madagascar","endangered"
"627","Leontopithecus_rosalia",0.64,5.415,1606,96.1,NA,1.065916399,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Neotropics","endangered"
"628","Leontopithecus_rosalia",0.64,5.415,1606,96.1,NA,1.065916399,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Neotropics","endangered"
"629","Microcebus_murinus",0.048769231,2,1468.5,1.935384615,5,0.922264844,"nocturnal","forest_shrubland","arboreal","dispersed","Non-Folivore","Other","Madagascar","least concern"
"630","Cheirogaleus_medius",0.176666667,4.5,767.2,2.053333333,NA,0.979674797,"nocturnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","least concern"
"631","Microcebus_murinus",0.048769231,2,1468.5,1.935384615,5,0.922264844,"nocturnal","forest_shrubland","arboreal","dispersed","Non-Folivore","Other","Madagascar","least concern"
"632","Lepilemur_mustelinus",0.861177778,1.2725,525.2,1.655625,23.3,1.01852647,"nocturnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","near threatened"
"633","Gorilla_gorilla",126.25,9.244117647,989.1,1601.277778,3.6,1.915704388,"diurnal","forest","both","polygynous","Folivore","Other","M_Africa","endangered"
"634","Pan_troglodytes",53.7,48.44416667,2225,1916.47,14.05,1.265822785,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"635","Leontopithecus_rosalia",0.64,5.415,1606,96.1,NA,1.065916399,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Neotropics","endangered"
"636","Leontopithecus_rosalia",0.64,5.415,1606,96.1,NA,1.065916399,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Neotropics","endangered"
"637","Microcebus_murinus",0.048769231,2,1468.5,1.935384615,5,0.922264844,"nocturnal","forest_shrubland","arboreal","dispersed","Non-Folivore","Other","Madagascar","least concern"
"638","Papio_anubis",16.65,40.525,3384.25,2260,13.2,1.729508197,"diurnal","forest_savanna_shrubland_grassland","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"639","Papio_cynocephalus",15.025,65,5150,1654.2,12.19,1.702702703,"diurnal","forest_savanna_shrubland","terrestrial","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"640","Cebus_capucinus",3.193333333,20.3,2050,112.5375,3.8,1.501405058,"diurnal","forest_wetlands","arboreal","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","Neotropics","least concern"
"641","Papio_anubis",16.65,40.525,3384.25,2260,13.2,1.729508197,"diurnal","forest_savanna_shrubland_grassland","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"642","Presbytis_cristata",7.16,20.63333333,487,43.65625,6.666666667,1.19550173,"diurnal","forest_wetlands","arboreal","polygynous","Folivore","Other","Asia","near threatened"
"643","Presbytis_cristata",7.16,20.63333333,487,43.65625,6.666666667,1.19550173,"diurnal","forest_wetlands","arboreal","polygynous","Folivore","Other","Asia","near threatened"
"644","Avahi_laniger",1.020666667,2.128571429,527.575,2.234,2.615,0.860992908,"nocturnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","vulnerable"
"645","Alouatta_villosa",6.56,6.13375,476.125,11.98,2.866666667,1.338266762,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","endangered"
"646","Lepilemur_mustelinus",0.861177778,1.2725,525.2,1.655625,23.3,1.01852647,"nocturnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","near threatened"
"647","Lepilemur_mustelinus",0.861177778,1.2725,525.2,1.655625,23.3,1.01852647,"nocturnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","near threatened"
"648","Lepilemur_mustelinus",0.861177778,1.2725,525.2,1.655625,23.3,1.01852647,"nocturnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","near threatened"
"649","Papio_cynocephalus",15.025,65,5150,1654.2,12.19,1.702702703,"diurnal","forest_savanna_shrubland","terrestrial","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"650","Papio_papio",17.5,195.75,8000,3250,11.3,1.916666667,"diurnal","forest_savanna_grassland","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","near threatened"
"651","Macaca_tonkeana",10.475,12.5,NA,102.375,12.85,1.651898734,"diurnal","forest","both","multimale-multifemale","Non-Folivore","Other","Asia","vulnerable"
"652","Cercocebus_galeritus",8.514,29.65,1653.625,200.675,11.27142857,1.745784148,"diurnal","forest","both","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"653","Nasalis_larvatus",15.75,13.82307692,748,389.85,6.1,2.005725191,"diurnal","forest","arboreal","polygynous","Folivore","Other","Asia","endangered"
"654","Presbytis_francoisi",8.022777778,8.711304348,690.2857143,58.325,18.6,1.141859215,"diurnal","forest_shrubland_rocky.areas","both","polygynous","Folivore","Other","Asia","endangered"
"655","Cercocebus_albigena",6.6525,17.96,1137,170.8333333,6.5,1.395317425,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"656","Macaca_tonkeana",10.475,12.5,NA,102.375,12.85,1.651898734,"diurnal","forest","both","multimale-multifemale","Non-Folivore","Other","Asia","vulnerable"
"657","Mandrillus_sphinx",23.6,363.55,2881.5,6160.5,NA,2.6875,"diurnal","forest","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","vulnerable"
"658","Cercocebus_galeritus",8.514,29.65,1653.625,200.675,11.27142857,1.745784148,"diurnal","forest","both","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"659","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"660","Papio_papio",17.5,195.75,8000,3250,11.3,1.916666667,"diurnal","forest_savanna_grassland","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","near threatened"
"661","Papio_papio",17.5,195.75,8000,3250,11.3,1.916666667,"diurnal","forest_savanna_grassland","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","near threatened"
"662","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"663","Mandrillus_sphinx",23.6,363.55,2881.5,6160.5,NA,2.6875,"diurnal","forest","terrestrial","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","vulnerable"
"664","Cercocebus_galeritus",8.514,29.65,1653.625,200.675,11.27142857,1.745784148,"diurnal","forest","both","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"665","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"666","Erythrocebus_patas",9.45,37.5,4596.5,2046.333333,13.5,1.907692308,"diurnal","forest_savanna_shrubland_grassland","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"667","Cercopithecus_aethiops",4.704444444,25.7328,2379.125,59.85777778,6.580714286,1.505456349,"diurnal","forest_savanna_shrubland","terrestrial","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"668","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"669","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"670","Propithecus_diadema",5.015555556,4.371428571,980.81125,36.971,6.421,1.018087582,"diurnal","forest","arboreal","polygynous","Folivore","Other","Madagascar","endangered"
"671","Propithecus_diadema",5.015555556,4.371428571,980.81125,36.971,6.421,1.018087582,"diurnal","forest","arboreal","polygynous","Folivore","Other","Madagascar","endangered"
"672","Propithecus_diadema",5.015555556,4.371428571,980.81125,36.971,6.421,1.018087582,"diurnal","forest","arboreal","polygynous","Folivore","Other","Madagascar","endangered"
"673","Propithecus_diadema",5.015555556,4.371428571,980.81125,36.971,6.421,1.018087582,"diurnal","forest","arboreal","polygynous","Folivore","Other","Madagascar","endangered"
"674","Gorilla_gorilla",126.25,9.244117647,989.1,1601.277778,3.6,1.915704388,"diurnal","forest","both","polygynous","Folivore","Other","M_Africa","endangered"
"675","Gorilla_gorilla",126.25,9.244117647,989.1,1601.277778,3.6,1.915704388,"diurnal","forest","both","polygynous","Folivore","Other","M_Africa","endangered"
"676","Macaca_tonkeana",10.475,12.5,NA,102.375,12.85,1.651898734,"diurnal","forest","both","multimale-multifemale","Non-Folivore","Other","Asia","vulnerable"
"677","Varecia_variegata",3.4075,8.7075,1041.658,76.544,4.782222222,1.027181688,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Madagascar","endangered"
"678","Macaca_tonkeana",10.475,12.5,NA,102.375,12.85,1.651898734,"diurnal","forest","both","multimale-multifemale","Non-Folivore","Other","Asia","vulnerable"
"679","Propithecus_verreauxi",3.22,4.739285714,938.3333333,7.076428571,4.7,1.010784527,"diurnal","forest_shrubland","arboreal","multimale-multifemale","Folivore","Other","Madagascar","endangered"
"680","Indri_indri",6.465,2.447777778,300,18.625,NA,0.801457976,"diurnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","endangered"
"681","Propithecus_verreauxi",3.22,4.739285714,938.3333333,7.076428571,4.7,1.010784527,"diurnal","forest_shrubland","arboreal","multimale-multifemale","Folivore","Other","Madagascar","endangered"
"682","Hapalemur_griseus",0.936625,4.6,419,13.46166667,1,0.950945465,"cathemeral","forest_wetlands","arboreal","variable","Folivore","Other","Madagascar","vulnerable"
"683","Macaca_silenus",7.5,19,2000,251.8266667,7.3,1.459016393,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"684","Gorilla_gorilla",126.25,9.244117647,989.1,1601.277778,3.6,1.915704388,"diurnal","forest","both","polygynous","Folivore","Other","M_Africa","endangered"
"685","Presbytis_cristata",7.16,20.63333333,487,43.65625,6.666666667,1.19550173,"diurnal","forest_wetlands","arboreal","polygynous","Folivore","Other","Asia","near threatened"
