HostCorrectedName,habitat_forest,habitat_savanna,habitat_shrubland,habitat_grassland,habitat_wetlands,habitat_rocky_areas,habitat_desert,total_estrada_species,Centroid_Longitude,Centroid_Latitude,Total_Geographic_Area,Minimum_Longitude,Minimum_Latitude,Maximum_Longitude,Maximum_Latitude,Arthropod,Bacteria,Protozoa,Fungus,Virus,Helminth,NoEntry,Vector,Direct,Indirect,Sexual,Vertical,CloseT,Nonclose,Intermediate,Citation,TotalCount,Mean_Percent_Social_Activity_Time,Min_Social_Activity_Time_Range,Max_Social_Activity_Time_Range,trophic_folivore,trophic_Omnivore,trophic_count,pop_trend,bodymass_kg,femalebodymass_kg,malebodymass_kg,homerange_ha,mean_groupsize,Male.residual,Female.Residual,GCDI,mean_dayrange_meters,locomotion,habitat_count,habitat_category,diel_activity,iucn,realm,mating_system,parasite_type,parasite_type_count,transmission_type,transmission_type_count,lifecycle_type,lifecycle_type_count,Degree_Centrality_Integer,population_density_sqkm_mean,Population.Dens.from.Nunn.unpubl..database,SSD,homerange_mean_m2,d_index,TotalCount_imputed
Cercopithecus_pogonias,1,1,0,0,0,0,0,1,8.84160706,3.66188644,0.001667881,8.811275618,3.642739228,8.871551828,3.68074734,0,0,0,0,4,0,0,0,4,0,4,4,4,0,0,4,3,,,,Non-Folivore,Other,1,D,3.58,2.9,4.26,100,23.35,0.36,0.051,0.297,1566.666667,arboreal,2,forest_savanna,diurnal,vulnerable,M_Africa,polygynous,Virus,1,Sexual_Vertical_CloseT,3,Direct,1,3,,19,1.468965517,1000000,1.388422183,147
Cercopithecus_preussi,1,0,0,0,0,0,0,1,9.641351135,5.676273594,1.430862281,8.448342886,3.275226354,10.57960651,6.572769669,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,,,,Non-Folivore,Omnivore/Insectivore,1,D,4.525,2.9,4.7,,7.5,,,0.429,,terrestrial,1,forest,diurnal,endangered,M_Africa,,Helminth,1,Vector,1,Indirect,1,1,,,1.620689655,,,144
Cercopithecus_wolfi,1,1,0,0,1,0,0,1,20.94537941,-2.158775607,57.80618812,16.14948027,-7.27934913,25.89910318,2.180114584,1,0,0,0,4,0,0,0,5,0,4,4,5,0,0,3,4,,,,Folivore,Other,1,D,3.34,2.88,3.8,,,,,0.47,,arboreal,3,forest_savanna_wetlands,diurnal,least concern,M_Africa,polygynous,Arthropod_Virus,2,Sexual_Vertical_CloseT,3,Direct,1,4,,44.2,1.319444444,,,147
Cheirogaleus_major,0.666666667,0,0,0,0,0,0,6,47.59714946,-21.52087421,3.326400736,46.64624793,-25.16116524,50.17933546,-12.33365,1,0,0,0,0,4,0,0,5,0,0,0,4,4,0,4,3,,,,Non-Folivore,Other,3,D,0.374,0.381,0.574,4.1,,,,,,arboreal,1,forest,nocturnal,endangered,Madagascar,monogamy,Arthropod_Helminth,2,CloseT_Nonclose,2,Direct,1,3,,92.5,1.50656168,41000,,115
Cheirogaleus_medius,0.5,0,0,0,0,0,0,2,45.13026393,-20.28021863,10.92203852,43.2248764,-25.5870004,50.1915183,-12.49216441,1,0,0,0,0,23,0,0,12,14,0,0,1,11,12,6,11,,,,Folivore,Other,2,D,0.176666667,0.167333333,0.164,2.053333333,4.5,-0.143,-0.082,,767.2,arboreal,1,forest,nocturnal,least concern,Madagascar,monogamy,Arthropod_Helminth,2,CloseT_Nonclose_Intermediate,3,Direct_Indirect,2,11,260,350,0.979674797,20533.33333,4.744864406,118
Chiropotes_albinasus,1,0,0,0,0,0,0,1,-57.65228921,-7.867038149,80.59288769,-62.9966,-13.88156441,-51.7341,-1.472164408,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,2,1,9,,,Non-Folivore,Other,1,D,2.82,2.49,3.15,605,39.25,,,,3667,arboreal,1,forest,diurnal,endangered,Neotropics,,Protozoa,1,Vector,1,Indirect,1,1,,7.5,1.265060241,6050000,1.3212292,1
Chiropotes_satanas,1,0.25,0,0,0,0,0,4,-56.26974487,-0.132861304,161.9575368,-67.8624,-11.01136441,-44.0196,8.187435593,0,0,8,0,0,4,0,8,4,8,0,0,4,4,0,10,5,6.966666667,,,Non-Folivore,Other,1,['S' 'D'],2.902,2.763333333,3.083333333,172.9,24,,,,2422,arboreal,2,forest_savanna,diurnal,least concern,Neotropics,multimale-multifemale,Protozoa_Helminth,2,Vector_CloseT_Nonclose,3,Direct_Indirect,2,5,,7.5,1.115802171,1729000,1.632381194,127
Colobus_angolensis,1,0,0,0,0,0,0,1,23.88202286,-5.167385367,187.711373,14.7969011,-12.71585941,40.13558197,3.721929916,0,0,13,0,1,10,0,1,23,2,1,1,16,22,0,4,7,5,,,Folivore,Other,1,,8.6,7.4,9.8,1405.5,30.09333333,0.218,-0.305,0.399,983,arboreal,1,forest,diurnal,least concern,M_Africa,polygynous,Protozoa_Virus_Helminth,3,Vector_Sexual_Vertical_CloseT_Nonclose,5,Direct_Indirect,2,7,,67.8,1.324324324,14055000,0.232371592,129
Colobus_badius,1,0.125,0.0625,0,0.3125,0,0,16,14.41609136,2.324311489,116.0723576,-16.8176288,-8.613171567,40.21039525,13.82500038,2,1,40,0,34,103,0,3,162,46,26,28,71,132,11,44,49,6.75,2.7,22,Folivore,Other,2,D,7.826153846,6.92875,9.205555556,81.54,32.94153846,0.226,-0.301,0.38,666.8090909,arboreal,4,forest_savanna_shrubland_wetlands,diurnal,least concern,M_Africa,multimale-multifemale,Arthropod_Bacteria_Protozoa_Virus_Helminth,5,Vector_Sexual_Vertical_CloseT_Nonclose_Intermediate,6,Direct_Indirect,2,49,,213,1.328602642,815400,0.654426835,140
Colobus_guereza,1,0,0,0,0,0,0,1,24.05140458,4.856732739,211.871094,9.582028045,-3.542733,42.97164464,13.41562705,1,0,26,0,7,18,0,4,46,14,5,5,28,37,2,20,26,8.25,,,Folivore,Other,1,,8.89,7.9,9.89,17.885,8.375,0.37,0.046,0.226,475.6,arboreal,1,forest,diurnal,least concern,M_Africa,polygynous,Arthropod_Protozoa_Virus_Helminth,4,Vector_Sexual_Vertical_CloseT_Nonclose_Intermediate,6,Direct_Indirect,2,26,82.475,209,1.251898734,178850,0.996649181,137
Colobus_kirkii,1,0,1,0,1,0,0,1,39.36309931,-6.123497526,0.129211581,39.18531418,-6.476134777,39.73216874,-4.92297758,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,8.214285714,,,Folivore,Other,1,D,6.9,6.8,7,19,21.6,,,,437.5,arboreal,3,forest_shrubland_wetlands,diurnal,endangered,M_Africa,,Arthropod,1,Nonclose,1,Direct_Indirect,2,1,,,1.029411765,190000,0.889500502,1
Colobus_polykomos,1,0.5,0,0,0,0,0,2,-5.564539787,7.747164356,66.55008398,-16.77427184,4.353056908,3.971077511,12.61317155,0,1,15,0,10,14,0,6,29,9,2,3,14,22,1,11,25,2.475,,,Folivore,Other,1,,8.39,7.6,9.2,55.3,12.975,0.345,-0.17,0.295,534.1666667,arboreal,2,forest_savanna,diurnal,vulnerable,M_Africa,multimale-multifemale,Bacteria_Protozoa_Virus_Helminth,4,Vector_Sexual_Vertical_CloseT_Nonclose_Intermediate,6,Direct_Indirect,2,25,,23.5,1.210526316,553000,0.636589042,137
Colobus_satanas,1,0,0,0,0,0,0,1,11.74724504,1.409538479,26.6993754,8.423114776,-2.74995097,14.77085605,4.894770589,,,,,,,,,,,,,,,,0,,13,,,Non-Folivore,Other,1,D,8.91,7.42,10.4,573,12.275,0.052,-0.432,0.293,668.25,arboreal,1,forest,diurnal,vulnerable,M_Africa,,,0,,0,,0,,,,1.401617251,5730000,0.247403932,
Daubentonia_madagascariensis,1,0,1,0,0,0,0,1,47.91740465,-18.07011853,10.69084063,43.92731476,-25.20072556,50.48377991,-12.32285,1,0,0,0,0,4,0,0,4,1,0,0,2,3,1,3,5,,,,Non-Folivore,Omnivore/Insectivore,1,D,2.545,2.62,2.62,102.95,,,,,1640.75,arboreal,2,forest_shrubland,nocturnal,endangered,Madagascar,dispersed,Arthropod_Helminth,2,CloseT_Nonclose_Intermediate,3,Direct_Indirect,2,5,,,1,1029500,1.433092351,115
Erythrocebus_patas,1,1,1,1,0,0,0,1,12.3976947,10.87644536,590.7823229,-17.52190097,-3.882218002,38.46242466,19.93634033,0,3,3,0,23,7,0,2,32,5,23,20,27,9,2,13,14,13.5,,,Non-Folivore,Omnivore/Insectivore,1,D,9.45,6.5,12.4,2046.333333,37.5,0.613,0.03,0.504,4596.5,terrestrial,4,forest_savanna_shrubland_grassland,diurnal,least concern,M_Africa,polygynous,Bacteria_Protozoa_Virus_Helminth,4,Vector_Sexual_Vertical_CloseT_Nonclose_Intermediate,6,Direct_Indirect,2,14,1.4,0.7,1.907692308,20463333.33,0.900500619,144
Euoticus_elegantulus,1,0,0,0,0,0,0,2,13.03902595,1.352041425,71.35229121,6.221440463,-5.676233854,18.39980125,6.551853324,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,,,,Non-Folivore,Other,1,S,0.2615,0.261,0.287,4.6,2.5,,,,,arboreal,1,forest,nocturnal,least concern,M_Africa,,Virus,1,Vector,1,Indirect,1,1,,17.5,1.099616858,46000,,115
Euoticus_inustus,1,0,0,0,0,0,0,1,29.52262418,-0.712668556,7.048915008,24.75872803,-4.201217352,33.16047633,4.367126465,,,,,,,,,,,,,,,,0,,,,,Non-Folivore,Omnivore/Insectivore,1,D,0.21,0.212,0.207,,,,,,,arboreal,1,forest,nocturnal,least concern,M_Africa,,,0,,0,,0,,,,0.975845411,,,
Galago_alleni,0.75,0,0,0,0,0,0,4,13.15423918,2.239182352,50.89753159,6.408376544,-1.979021563,18.63505266,6.610366549,,,,,,,,,,,,,,,,0,,,,,Non-Folivore,Other,3,,0.266666667,0.2745,0.27185,12.822,2,-0.049,-0.218,,,arboreal,1,forest,nocturnal,least concern,M_Africa,dispersed,,0,,0,,0,,,17.5,0.990251977,128220,,
Galago_granti,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Non-Folivore,Omnivore/Insectivore,1,S,0.134,,0.157,2.5,,,,,,arboreal,1,forest,nocturnal,least concern,M_Africa,,,0,,0,,0,,,,,25000,,
Galago_senegalensis,0.333333333,1,0,0,0,0,0,3,20.73820557,0.451971564,992.9205662,-17.53523636,-27.35573381,46.50067139,17.84509277,13,1,0,0,4,1,0,4,11,8,0,0,6,4,0,12,11,,,,Non-Folivore,Omnivore/Insectivore,1,S,0.216666667,0.206333333,0.24,6.433333333,1,0.031,-0.074,,,arboreal,2,forest_savanna,nocturnal,least concern,M_Africa,dispersed,Arthropod_Bacteria_Virus_Helminth,4,Vector_CloseT_Nonclose,3,Direct_Indirect,2,11,,90.5,1.163166397,64333.33333,,119
Galago_zanzibaricus,1,0,0,0,0,0,0,2,,,,,,,,2,0,0,0,0,0,0,0,2,2,0,0,0,2,0,1,2,,,,Non-Folivore,Omnivore/Insectivore,1,S,0.14,0.1335,0.15,2.083333333,,,,,1738.5,arboreal,1,forest,nocturnal,least concern,M_Africa,,Arthropod,1,Nonclose,1,Direct_Indirect,2,2,,,1.123595506,20833.33333,10.67432089,2
Galagoides_demidoff,1,0,0,0,0,0,0,4,14.60251508,1.113566301,359.5328405,-16.747811,-10.29909526,33.10153247,13.19881896,2,0,18,0,0,46,0,6,50,22,0,0,2,36,10,5,15,,,,Non-Folivore,Omnivore/Insectivore,1,['S' 'D'],0.23625,0.2832,0.285266667,1.6,2.777777778,0.055,-0.135,,,arboreal,1,forest,nocturnal,least concern,M_Africa,dispersed,Arthropod_Protozoa_Helminth,3,Vector_CloseT_Nonclose_Intermediate,4,Direct_Indirect,2,15,,65,1.007297552,16000,,117
Gorilla_gorilla,1,0,0,0,0,0,0,2,14.34149166,0.620315882,60.609353,8.69547081,-5.365464408,29.83721763,6.474335592,11,28,64,2,37,101,2,44,153,84,23,15,86,120,31,65,104,3.6,,,Folivore,Other,1,D,126.25,86.6,165.9,1601.277778,9.244117647,-0.188,-0.565,0.43,989.1,both,1,forest,diurnal,endangered,M_Africa,polygynous,Arthropod_Bacteria_Protozoa_Fungus_Virus_Helminth_NoEntry,7,Vector_Sexual_Vertical_CloseT_Nonclose_Intermediate,6,Direct_Indirect,2,103,0.696666667,1,1.915704388,16012777.78,0.219054311,194
Hapalemur_griseus,0.75,0,0,0,0.25,0,0,4,47.19408032,-17.76225484,11.27445903,43.92731476,-25.11552905,50.4389,-12.67086441,1,0,1,0,0,3,0,2,3,2,0,0,1,2,0,4,4,1,,,Folivore,Other,2,D,0.936625,0.957,0.91225,13.46166667,4.6,,,,419,arboreal,2,forest_wetlands,cathemeral,vulnerable,Madagascar,variable,Arthropod_Protozoa_Helminth,3,Vector_CloseT_Nonclose,3,Direct_Indirect,2,4,,,0.950945465,134616.6667,1.01206766,113
Hapalemur_simus,1,0,0,0,0,0,0,1,47.88333558,-20.19170369,0.147763148,46.9359,-22.44716441,48.98213771,-18.05153099,0,0,1,0,3,1,0,0,5,0,0,0,4,5,0,3,4,3,,,Folivore,Other,1,D,1.98,2.2,1.769,51.185,23.3,,,,,arboreal,1,forest,cathemeral,endangered,Madagascar,variable,Protozoa_Virus_Helminth,3,CloseT_Nonclose,2,Direct,1,4,,,0.756359525,511850,,111
Hylobates_concolor,1,0,0,0,0,0,0,7,105.1194467,17.60660242,17.45149105,99.02609827,10.49400008,109.3418045,24.77876316,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,6.614285714,,,Non-Folivore,Other,2,['D' 'S'],6.871428571,6.7766,6.876,170.8163636,4.202777778,0.481,0.322,0.095,1023.494,arboreal,1,forest,diurnal,endangered,Asia,monogamy,Helminth,1,Vector,1,Indirect,1,1,,2.9,1.014668123,1708163.636,0.694009644,126
Hylobates_hoolock,1,0,0,0,0,0,0,2,93.99243224,24.06767794,37.9826147,89.62526222,17.38645743,98.38544866,30.10111892,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,3,,,Non-Folivore,Other,2,D,7.04,6.88,6.87,57.91666667,3.105,0.337,0.319,0.066,1050,arboreal,1,forest,diurnal,vulnerable,Asia,monogamy,Helminth,1,Vector,1,Indirect,1,1,,9.7,0.998544396,579166.6667,1.222735329,126
Hylobates_klossii,1,0,0,0,0,0,0,1,99.32542116,-1.851900247,0.488091616,98.58380127,-3.349012613,100.4758072,-0.916830599,,,,,,,,,,,,,,,,0,,,,,Non-Folivore,Other,1,D,5.8,5.92,5.67,33.3,4.3,,,,1508,arboreal,1,forest,diurnal,endangered,Asia,monogamy,,0,,0,,0,,,,0.955908289,333000,2.315923265,
Hylobates_lar,1,0,0,0,0,0,0,7,106.3950199,4.562708643,145.8000194,95.49499085,-7.816072941,119.2675018,23.39537601,0,0,12,0,1,8,0,11,8,12,1,0,3,7,1,5,15,8.4,,,Non-Folivore,Other,2,D,5.83,5.821428571,5.84,37,3.910588235,0.433,0.309,0.118,1427,arboreal,1,forest,diurnal,endangered,Asia,monogamy,Protozoa_Virus_Helminth,3,Vector_Sexual_CloseT_Nonclose_Intermediate,5,Direct_Indirect,2,15,15.9,8.3,1.003190184,370000,2.079064925,131
Hylobates_pileatus,1,0,0,0,0,0,0,1,103.6033592,13.27007307,10.14505445,100.9487735,10.48761463,106.0302277,15.30692959,,,,,,,,,,,,,,,,0,,12,,,Non-Folivore,Other,1,D,5.47,5.44,5.5,36,4,,,,833,arboreal,1,forest,diurnal,endangered,Asia,,,0,,0,,0,,,23.7,1.011029412,360000,1.230378382,
Hylobates_syndactylus,1,0,0,0,0,0,0,1,101.0857705,0.153897108,27.69618589,95.18966674,-5.945017808,105.9128265,5.941443792,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,1,2,4.5,,,Folivore,Other,1,D,11.3,10.7,11.9,17.3,3.5875,0.348,0.184,0.124,906,arboreal,1,forest,diurnal,endangered,Asia,monogamy,Helminth,1,Nonclose,1,Direct,1,2,,1.4,1.112149533,173000,1.930412348,126
Indri_indri,1,0,0,0,0,0,0,1,48.93683915,-17.18295812,2.553403331,47.8356,-19.81976441,49.8129564,-14.66536441,7,7,1,0,0,7,0,1,18,7,0,0,9,15,2,6,16,,,,Folivore,Other,1,D,6.465,6.9875,5.83,18.625,2.447777778,-0.354,-0.453,,300,arboreal,1,forest,diurnal,endangered,Madagascar,monogamy,Arthropod_Bacteria_Protozoa_Helminth,4,Vector_CloseT_Nonclose_Intermediate,4,Direct_Indirect,2,16,13.75,12.5,0.801457976,186250,0.616052969,117
Lagothrix_flavicauda,1,0,0,0,0,0,0,1,-77.54458717,-6.597053118,1.979914591,-78.72308722,-8.802078448,-76.57409914,-5.216484767,,,,,,,,,,,,,,,,0,,2.3,,,Non-Folivore,Other,1,D,7.25,6,8.5,114.5,10.9,,,,1000,arboreal,1,forest,diurnal,endangered,Neotropics,,,0,,0,,0,,,7,1.416666667,1145000,0.828213294,
Lagothrix_lagotricha,0.75,0.5,0,0,0,0,0,4,-68.8699184,-4.786215551,233.2072919,-78.7082,-15.25256441,-54.7181,8.951735592,0,0,9,0,0,6,0,13,1,14,0,0,0,1,1,9,7,,,,,,,,,,,,,,,,,,,,,,,,Protozoa_Helminth,2,Vector_Nonclose_Intermediate,3,Direct_Indirect,2,,,,,,,7
Lemur_catta,1,0,1,0,0,0,0,1,44.79354304,-23.1439679,8.826274654,43.2248764,-25.60895157,47.3397,-20.78292351,6,9,4,0,0,5,0,0,22,5,0,2,7,14,1,4,20,7,,,Folivore,Other,1,D,2.21,2.21,2.21,13.05333333,12.81428571,0.161,-0.006,,1050,both,2,forest_shrubland,diurnal,endangered,Madagascar,multimale-multifemale,Arthropod_Bacteria_Protozoa_Helminth,4,Vertical_CloseT_Nonclose_Intermediate,4,Direct_Indirect,2,20,209.5,168,1,130533.3333,2.575570995,119
Lemur_coronatus,1,0,0,0,0,0,0,1,49.35699521,-12.83254192,0.519243086,48.9627,-13.32026441,49.8421,-11.96296692,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,4,,,Non-Folivore,Other,1,D,1.47,1.62,1.69,6.265,4.193333333,,,,,arboreal,1,forest,cathemeral,endangered,Madagascar,polygynous,Arthropod,1,CloseT,1,Direct,1,1,,,1.043209877,62650,,1
Lemur_fulvus,1,0,0,0,0,0,0,7,46.81448052,-18.14328956,12.79263546,43.2248764,-25.10190314,50.48377991,-12.25900459,5,4,8,0,4,18,0,4,35,5,0,1,22,29,0,13,26,4.75,5.3,11.3,Non-Folivore,Other,2,D,2.026428571,2.166555556,2.10025,37.05533333,7.788947368,,,,981.6777778,arboreal,1,forest,cathemeral,near threatened,Madagascar,multimale-multifemale,Arthropod_Bacteria_Protozoa_Virus_Helminth,5,Vector_Vertical_CloseT_Nonclose,4,Direct_Indirect,2,26,,,0.968429684,370553.3333,1.429185293,26
Lemur_macaco,1,0,0,0,0,0,0,2,48.38602606,-13.94164906,0.882137246,47.69253159,-14.61720371,49.0663,-13.30896959,1,7,1,0,0,9,0,1,14,6,0,0,8,12,2,7,14,26.03,,,Non-Folivore,Other,2,D,1.97,1.983333333,2.036666667,9.126666667,9.557142857,,,,583,arboreal,1,forest,cathemeral,vulnerable,Madagascar,multimale-multifemale,Arthropod_Bacteria_Protozoa_Helminth,4,Vector_CloseT_Nonclose_Intermediate,4,Direct_Indirect,2,14,,,1.026890756,91266.66667,1.710241344,14
Lemur_mongoz,1,0,0,0,0,0,0,1,45.99734867,-15.2386777,0.701550233,43.21578979,-16.47076441,47.5839,-11.36238098,1,0,0,0,0,3,0,1,3,1,0,0,2,2,0,2,4,13,,,Folivore,Other,1,D,1.375,1.56,1.41,3.925,3.65,,,,712.6666667,arboreal,1,forest,cathemeral,endangered,Madagascar,monogamy,Arthropod_Helminth,2,Vector_CloseT_Nonclose,3,Direct_Indirect,2,4,,,0.893617021,39250,3.187950404,4
Lemur_rubriventer,1,0,0,0,0,0,0,1,48.67215756,-17.08330377,4.2352901,46.8385,-22.65006441,50.0318,-13.57846441,0,0,1,0,4,5,0,0,8,2,0,0,5,8,2,3,6,,,,Non-Folivore,Other,2,D,1.9975,1.96,2.07,16.35,3.9,,,,280.3333333,arboreal,1,forest,cathemeral,vulnerable,Madagascar,monogamy,Protozoa_Virus_Helminth,3,CloseT_Nonclose_Intermediate,3,Direct_Indirect,2,6,,,1.056122449,163500,0.614413576,6
Leontopithecus_chrysomelas,1,0,0,0,0,0,0,1,-39.59628069,-15.15000821,1.69781701,-40.2456,-16.03936441,-38.9364,-14.10196441,0,0,7,0,1,1,0,8,0,9,0,0,0,0,1,4,3,12,,,Non-Folivore,Omnivore/Insectivore,1,D,0.58,0.535,0.62,62.03333333,5,,,,1753,arboreal,1,forest,diurnal,endangered,Neotropics,monogamy,Protozoa_Virus_Helminth,3,Vector_Intermediate,2,Indirect,1,3,,,1.158878505,620333.3333,1.972487672,131
Leontopithecus_chrysopygus,1,0,0,0,0,0,0,2,-49.35460611,-23.15939929,5.644749719,-53.0666,-25.49336441,-47.5348,-21.79446441,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,8.275,,,Non-Folivore,Other,1,D,0.5975,0.551,0.606,199.875,5.016666667,,,,1921.901667,arboreal,1,forest,diurnal,endangered,Neotropics,monogamy,Protozoa,1,Vector,1,Indirect,1,1,,,1.099818512,1998750,1.204749808,131
Leontopithecus_rosalia,1,0,0,0,0,0,0,1,-42.20334547,-22.65290637,0.350618495,-42.656,-22.99756441,-41.7219,-22.27576441,5,0,19,0,0,13,0,19,5,31,0,0,5,6,11,7,9,,,,Non-Folivore,Other,1,S,0.64,0.622,0.663,96.1,5.415,,,,1606,arboreal,1,forest,diurnal,endangered,Neotropics,monogamy,Arthropod_Protozoa_Helminth,3,Vector_CloseT_Nonclose_Intermediate,4,Direct_Indirect,2,9,,,1.065916399,961000,1.451873531,131
Lepilemur_mustelinus,1,0,0,0,0,0,0,26,46.9696126,-18.74112682,9.802740781,43.63779449,-25.54099248,50.36863,-12.44316776,17,3,0,0,0,13,0,3,30,4,0,0,12,19,0,10,28,23.3,,,Folivore,Other,3,D,0.861177778,0.873375,0.889555556,1.655625,1.2725,0.181,-0.0555,,525.2,arboreal,1,forest,nocturnal,near threatened,Madagascar,monogamy,Arthropod_Bacteria_Helminth,3,Vector_CloseT_Nonclose,3,Direct_Indirect,2,16,,304,1.01852647,16556.25,3.617334499,120
Loris_tardigradus,1,0,0,0,0,0,0,2,78.00694678,11.25599858,18.70354655,74.31520304,5.980375746,81.55803263,15.11841131,,,,,,,,,,,,,,,,0,,10,10,38,Non-Folivore,Omnivore/Insectivore,1,D,0.23,86.72066667,0.228,7.076666667,3.78,,,,,arboreal,1,forest,nocturnal,least concern,Asia,dispersed,,0,,0,,0,,,,-378.3538012,70766.66667,,
Macaca_arctoides,1,0,0,0,0,0,0,1,101.8585791,21.71067586,124.6229578,89.88770856,6.289626327,114.4033585,28.72155256,0,0,0,0,2,0,0,0,2,0,1,1,2,0,0,2,2,,,,Folivore,Other,1,D,10.3,8.4,12.2,461.5,15,,,,,terrestrial,1,forest,diurnal,vulnerable,Asia,multimale-multifemale,Virus,1,Sexual_Vertical_CloseT,3,Direct,1,2,,,1.452380952,4615000,,162
Macaca_assamensis,0.5,0,0,0,0,0,0,2,98.79432262,24.437063,161.3571155,80.53230082,13.23001673,112.6069151,32.087252,0,0,1,0,0,1,0,2,0,2,0,0,0,0,0,2,2,11.5,,,Non-Folivore,Other,2,D,9,6.7,11.3,233.4333333,24.2625,,,,1900,arboreal,1,forest,diurnal,near threatened,Asia,multimale-multifemale,Protozoa_Helminth,2,Vector,1,Indirect,1,2,,,1.686567164,2334333.333,1.102090112,166
Macaca_cyclopis,1,0,0,0,0,0,0,1,122.7623116,25.39703416,2.410138786,120.0589447,22.57969332,141.4759369,41.54622269,0,0,12,0,0,5,0,14,1,16,0,0,1,1,2,7,8,11.3,,,Non-Folivore,Other,2,S,5.47,4.94,6,139,27.06666667,,,,2064.5,both,1,forest,diurnal,least concern,Asia,multimale-multifemale,Protozoa_Helminth,2,Vector_CloseT_Nonclose_Intermediate,4,Direct_Indirect,2,8,,,1.214574899,1390000,1.551859602,168
Macaca_fascicularis,1,0,0,0,1,0,0,1,108.5363852,5.70354444,222.1686118,91.95294189,-10.37473869,127.3049164,21.54516527,2,0,39,1,25,30,0,33,56,46,10,11,28,32,8,31,48,10.7,,,Non-Folivore,Other,1,D,4.03,3.22,4.85,95,38.525,0.678,-0.031,0.493,1602.9,arboreal,2,forest_wetlands,diurnal,least concern,Asia,multimale-multifemale,Arthropod_Protozoa_Fungus_Virus_Helminth,5,Vector_Sexual_Vertical_CloseT_Nonclose_Intermediate,6,Direct_Indirect,2,48,,58.5,1.50621118,950000,1.457436249,168
Macaca_fuscata,1,0,0,0,0,0,0,1,135.1162697,34.97160373,15.50970037,129.5592194,30.22443962,141.9291687,41.54623413,7,1,4,5,10,114,0,1,109,58,10,10,27,88,32,24,20,14,,,Folivore,Other,1,S,9.5,8.03,10.97,314.65,45.6,0.257,-0.372,0.447,1218,both,1,forest,diurnal,least concern,Asia,multimale-multifemale,Arthropod_Bacteria_Protozoa_Fungus_Virus_Helminth,6,Vector_Sexual_Vertical_CloseT_Nonclose_Intermediate,6,Direct_Indirect,2,20,,31.5,1.366127024,3146500,0.60852491,168
Macaca_maura,1,0,0,1,0,0,0,1,119.8510824,-4.792931284,0.390530502,119.5821734,-5.430138436,120.2225352,-4.047236985,0,0,0,0,6,0,0,0,6,0,6,6,6,0,0,2,1,,,,Non-Folivore,Other,1,D,7.88,6.05,9.72,20,,,,,,both,2,forest_grassland,diurnal,endangered,Asia,multimale-multifemale,Virus,1,Sexual_Vertical_CloseT,3,Direct,1,1,,,1.60661157,200000,,1
Macaca_mulatta,1,1,1,0,0,0,0,1,92.21780838,26.23010333,680.6150694,63.44205343,15.15255037,121.2786369,35.99506666,0,3,14,0,68,7,7,9,82,10,37,41,74,19,2,18,36,19.5,,,Non-Folivore,Other,2,,5.96,4.41,6.99,617.3928571,45.0875,0.297,-0.348,0.463,923,both,3,forest_savanna_shrubland,diurnal,least concern,Asia,multimale-multifemale,Bacteria_Protozoa_Virus_Helminth_NoEntry,5,Vector_Sexual_Vertical_CloseT_Nonclose_Intermediate,6,Direct_Indirect,2,35,11.78,113,1.585034014,6173928.571,0.329204559,169
Macaca_nemestrina,1,0,0,0,0,0,0,4,103.5451065,11.00086123,242.0353796,89.64146516,-5.945017814,119.2675018,29.11561486,0,0,20,0,3,0,0,21,2,21,1,1,2,0,0,9,11,8.536666667,3.52,2.5,Non-Folivore,Other,1,D,6.86,5.505,8.67,185.84,41.825,0.686,-0.076,0.554,1761.856667,both,1,forest,diurnal,vulnerable,Asia,multimale-multifemale,Protozoa_Virus,2,Vector_Sexual_Vertical_CloseT,4,Direct_Indirect,2,11,,34.8,1.57493188,1858400,1.145370297,162
Macaca_nigra,1,0,0,0,0,0,0,2,124.4512545,0.678763442,1.41677147,122.9021533,-0.888694465,127.9021912,1.884250044,0,0,2,0,7,0,0,2,7,2,7,7,7,0,0,4,3,28.5,,,Non-Folivore,Other,1,D,6.665,5.485,7.845,216,22.7625,0.715,-0.093,0.576,2002.5,both,1,forest,diurnal,vulnerable,Asia,multimale-multifemale,Protozoa_Virus,2,Vector_Sexual_Vertical_CloseT,4,Direct_Indirect,2,3,,24.9,1.430264357,2160000,1.207509594,162
Macaca_ochreata,1,0,0,0,0,0,0,1,121.9159116,-3.771376413,3.506848438,120.7692516,-5.70324993,123.2244644,-2.208062424,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,14,,,Non-Folivore,Other,1,D,3.95,2.6,5.3,57,3,,,,,both,1,forest,diurnal,vulnerable,Asia,multimale-multifemale,Virus,1,Sexual_Vertical_CloseT,3,Direct,1,1,,,2.038461538,570000,,163
